Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keyonte George,33:15,.569,.472,.278,.500,0.0,7.8,3.4,41.3,1.5,3.2,15.4,33.5,105,128,0.1
Lauri Markkanen,32:51,.502,.482,.357,.071,9.3,15.8,12.2,23.7,0.0,0.0,0.0,37.8,107,131,2.4
Svi Mykhailiuk,29:07,.375,.375,1.000,.000,0.0,8.9,3.9,9.6,0.0,3.7,0.0,5.9,94,131,-10.0
Taylor Hendricks,25:08,.788,.750,.375,.250,16.3,15.5,15.9,7.2,0.0,0.0,0.0,15.2,164,131,4.1
Jusuf Nurkić,21:58,.218,.167,.500,.333,0.0,53.2,23.4,12.9,4.4,0.0,12.7,15.4,53,112,-11.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ace Bailey,19:08,.375,.375,.375,.000,0.0,0.0,0.0,8.8,2.5,0.0,11.1,20.2,70,129,-12.9
Walter Clayton,18:49,.410,.250,.250,.500,0.0,13.8,6.1,15.3,0.0,0.0,0.0,11.1,104,132,-12.6
Kyle Filipowski,15:51,.400,.400,.200,.000,0.0,8.2,3.6,20.2,3.0,0.0,0.0,13.5,95,126,-8.2
Kevin Love,14:28,.399,.000,1.000,2.000,14.1,26.9,19.7,46.1,0.0,0.0,34.7,17.1,97,129,-1.5
Kyle Anderson,11:34,.512,.500,.000,.500,0.0,0.0,0.0,30.0,4.2,0.0,17.0,21.8,94,125,-5.9
Cody Williams,9:12,,,,,11.1,14.1,12.4,0.0,0.0,11.6,100.0,4.7,52,125,-7.3
Brice Sensabaugh,8:39,.962,1.000,.000,6.000,0.0,15.0,6.6,0.0,5.6,0.0,0.0,18.1,206,118,7.2
Elijah Harkless,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.511,.449,.364,.330,21.3,75.7,45.2,75.0,7.0,6.7,9.8,100.0,103.6,126.7,
