Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Toumani Camara,33:24,.621,.625,.583,.167,3.2,6.0,4.6,0.0,0.0,0.0,23.7,20.1,98,147,-5.3
Shaedon Sharpe,31:08,.487,.469,.313,.500,3.4,22.5,13.3,14.8,1.6,2.5,13.3,28.7,101,134,-2.3
Deni Avdija,30:18,.608,.533,.333,.467,7.0,26.4,17.0,20.5,0.0,0.0,27.9,32.9,102,137,-3.3
Jrue Holiday,29:28,.658,.611,.778,.222,7.2,6.8,7.0,27.5,3.3,0.0,16.8,16.0,139,139,7.6
Donovan Clingan,23:59,.477,.444,.333,.111,26.7,8.3,17.2,0.0,0.0,0.0,9.6,17.3,117,146,-6.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jerami Grant,28:44,.637,.563,.375,.625,3.7,3.5,3.6,14.2,0.0,0.0,8.9,15.5,139,148,-0.6
Kris Murray,22:07,.417,.417,.333,.000,4.8,9.0,7.0,5.8,0.0,0.0,14.3,12.6,94,146,-5.3
Robert Williams,14:50,.400,.400,.200,.000,14.4,6.7,10.4,0.0,3.3,5.3,16.7,16.1,89,137,-7.0
Sidy Cissoko,10:03,.667,.667,.000,.000,0.0,19.9,10.3,14.7,0.0,0.0,0.0,11.9,153,141,1.4
Duop Reath,6:49,1.250,1.250,.500,.000,0.0,14.7,7.6,0.0,0.0,0.0,0.0,11.7,250,143,13.3
Caleb Love,4:35,.625,.625,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,131,150,3.5
Rayan Rupert,4:35,.568,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,122,150,-4.1
Scoot Henderson,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Damian Lillard,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Matisse Thybulle,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Team Totals,240,.575,.545,.404,.303,35.6,58.3,47.3,42.9,4.0,3.3,16.5,100.0,117.0,141.2,
