Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Giddey,32:05,.509,.444,.278,.333,3.2,20.1,12.1,15.7,1.4,0.0,8.8,29.3,101,94,0.5
Nikola Vučević,31:15,.856,.786,.143,.571,3.3,20.7,12.4,9.8,0.0,2.4,31.3,16.9,115,95,1.6
Tre Jones,29:01,.618,.500,.286,1.143,3.5,12.7,8.4,38.9,7.9,0.0,22.2,19.3,119,83,11.4
Isaac Okoro,21:36,.000,.000,.500,.000,9.5,8.5,9.0,0.0,0.0,3.5,14.3,13.4,23,100,-16.5
Matas Buzelis,12:24,.255,.200,.400,.400,8.2,14.9,11.7,0.0,3.7,0.0,25.4,26.4,48,91,-23.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kevin Huerter,29:22,.486,.400,.400,.300,7.0,15.7,11.6,30.2,1.6,0.0,0.0,16.0,127,95,4.2
Patrick Williams,29:04,.761,.786,.286,.286,0.0,15.9,8.3,21.5,3.2,0.0,20.2,14.1,123,92,6.9
Ayo Dosunmu,26:46,.750,.750,.400,.000,0.0,3.4,1.8,12.7,0.0,0.0,16.7,18.6,115,104,2.0
Jalen Smith,16:45,.820,.875,.250,.500,0.0,16.5,8.7,13.1,2.7,0.0,17.0,29.1,118,93,12.8
Julian Phillips,9:50,.500,.500,.250,.000,10.4,9.4,9.9,0.0,9.3,0.0,0.0,16.9,108,82,7.1
Dalen Terry,1:52,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0,105,-26.3
Jevon Carter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Noa Essengue,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.574,.530,.325,.349,19.1,71.2,46.5,66.7,12.4,3.2,17.3,100.0,105.0,93.6,
