Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyshawn George,30:31,.711,.688,.625,.125,3.5,18.5,11.5,29.8,0.0,3.2,37.2,18.5,104,127,-1.4
Alex Sarr,26:01,.589,.545,.273,.182,12.3,18.1,15.4,12.8,1.8,7.5,20.2,24.0,107,120,1.2
Bilal Coulibaly,24:24,.621,.583,.583,.167,4.4,27.0,16.4,30.0,2.0,12.0,23.7,29.0,105,114,8.8
CJ McCollum,24:00,.873,.850,.800,.200,0.0,7.8,4.2,7.7,0.0,0.0,8.4,20.8,151,133,8.1
Khris Middleton,19:35,.500,.500,.167,.000,5.4,0.0,2.6,16.0,0.0,0.0,25.0,17.1,91,135,-11.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tre Johnson,26:43,.635,.571,.714,.286,0.0,10.6,5.6,11.0,0.0,0.0,11.3,13.9,124,132,-3.9
Bub Carrington,21:57,.255,.200,.800,.400,0.0,17.2,9.1,6.1,0.0,0.0,33.8,17.0,43,129,-20.6
Corey Kispert,19:35,.546,.417,.667,.500,5.4,24.0,15.3,14.8,0.0,0.0,21.5,20.0,104,127,-5.0
Marvin Bagley III,16:12,.820,.875,.250,.500,13.2,5.8,9.3,20.4,0.0,0.0,17.0,15.2,147,133,2.3
Cam Whitmore,15:05,.389,.389,.111,.000,14.1,18.7,16.6,11.2,3.2,0.0,0.0,25.0,100,121,-2.9
Will Riley,4:52,.500,.500,.000,.000,0.0,0.0,0.0,35.1,0.0,0.0,0.0,17.2,126,136,-0.3
Justin Champagnie,3:45,.000,.000,1.000,.000,28.4,0.0,13.3,0.0,0.0,0.0,0.0,11.2,63,136,-14.2
AJ Johnson,3:40,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0,136,-18.6
Tristan Vukcevic,3:40,.615,.500,.000,.500,0.0,25.7,13.6,52.6,0.0,0.0,0.0,27.9,148,126,13.2
Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.590,.554,.476,.202,26.7,72.5,51.0,65.8,3.0,12.2,20.1,100.0,108.0,127.0,
