Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Aaron Nesmith,36:55,.148,.156,.563,.125,4.4,3.3,3.9,3.8,0.0,2.4,5.6,17.6,43,107,-16.4
Pascal Siakam,36:54,.477,.435,.217,.522,6.6,32.5,17.1,15.4,2.5,0.0,9.6,30.8,101,98,2.4
Jarace Walker,35:43,.453,.368,.526,.368,0.0,20.2,8.1,22.2,3.8,2.4,4.3,23.4,109,96,5.4
Ben Sheppard,24:58,.254,.143,.571,.286,16.3,14.4,15.5,11.0,0.0,0.0,20.2,14.4,75,107,-10.9
Isaiah Jackson,11:24,.600,.600,.000,.000,7.1,10.5,8.5,0.0,0.0,0.0,37.5,25.5,71,107,-18.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
RayJ Dennis,30:02,.612,.615,.538,.154,8.1,8.0,8.1,29.2,0.0,0.0,6.7,18.0,135,108,5.0
Jay Huff,21:06,.417,.417,.833,.000,0.0,11.4,4.6,14.0,0.0,16.5,0.0,10.3,108,95,1.9
Quenton Jackson,17:35,.571,.571,.286,.000,4.6,13.6,8.3,0.0,2.6,0.0,12.5,16.5,103,101,-5.4
Tony Bradley,12:47,.600,.600,.000,.000,25.5,37.5,30.3,14.6,0.0,0.0,0.0,14.2,148,103,2.2
Mac McClung,12:36,.554,.500,.600,.600,0.0,19.0,7.7,13.0,7.2,6.9,0.0,18.2,129,85,11.0
Obi Toppin,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.444,.410,.425,.264,32.2,82.5,52.5,54.1,7.5,12.7,10.6,100.0,99.0,100.9,
