Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Evan Mobley,8:51,1,4,.250,1,2,.500,3,4,.750,0,0,0,1,0,0,2,2,6,1.1,-8
Donovan Mitchell,8:01,3,6,.500,1,4,.250,3,3,1.000,0,2,2,1,1,0,1,2,10,7.5,0
De'Andre Hunter,8:51,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,-1.9,-8
Sam Merrill,5:59,1,2,.500,1,2,.500,0,0,,0,0,0,0,1,0,0,1,3,2.6,-4
Jarrett Allen,8:01,1,3,.333,0,0,,1,2,.500,0,2,2,1,0,0,0,0,3,2.2,0
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Dean Wade,7:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
Lonzo Ball,7:08,1,3,.333,1,3,.333,0,0,,2,3,5,1,1,0,2,1,3,2.9,0
Nae'Qwan Tomlin,,,,,,,,,,,,,,,,,,,,,
Craig Porter Jr.,6:01,1,2,.500,0,0,,1,2,.500,1,1,2,1,0,0,0,1,3,2.9,0
Larry Nance Jr.,,,,,,,,,,,,,,,,,,,,,
Tyrese Proctor,,,,,,,,,,,,,,,,,,,,,
Thomas Bryant,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,60,8,23,.348,4,13,.308,8,11,.727,3,9,12,5,3,0,5,9,28,,
