Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Ivica Zubac,13:23,5,9,.556,0,0,,0,0,,2,4,6,0,0,0,0,2,10,7.5,-3
James Harden,12:00,3,6,.500,1,3,.333,0,0,,1,1,2,5,2,0,3,0,7,7.5,-5
Kobe Sanders,9:19,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,1,2,2,3,0.2,-2
John Collins,8:21,1,3,.333,0,0,,1,2,.500,0,2,2,0,0,0,0,1,3,1.1,-5
Kris Dunn,7:43,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,-5
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Chris Paul,16:17,1,3,.333,0,1,.000,0,0,,0,1,1,2,0,0,2,0,2,0.0,-11
Bogdan Bogdanović,9:56,2,6,.333,2,6,.333,0,0,,1,0,1,3,0,0,1,0,6,4.4,-4
Kobe Brown,15:39,3,8,.375,3,6,.500,0,0,,2,1,3,1,0,0,1,1,9,5.6,-11
Cam Christie,12:00,1,4,.250,1,1,1.000,3,4,.750,0,1,1,0,1,0,0,2,6,3.7,-11
Yanic Konan Niederhauser,10:37,3,3,1.000,0,0,,0,0,,1,0,1,1,0,1,1,1,6,5.8,-13
Nicolas Batum,,,,,,,,,,,,,,,,,,,,,
Brook Lopez,,,,,,,,,,,,,,,,,,,,,
Jahmyl Telfort,4:45,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-10
Team Totals,120,20,45,.444,8,19,.421,4,6,.667,7,12,19,13,3,2,10,10,52,,
