Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,37:33,.552,.442,.192,.500,5.0,18.6,11.6,20.3,0.0,0.0,0.0,33.9,128,120,4.5
Cason Wallace,36:10,.625,.625,.750,.000,10.4,11.1,10.7,18.8,3.8,0.0,42.9,7.8,112,113,1.4
Ajay Mitchell,31:29,.746,.636,.091,.636,0.0,12.7,6.2,16.7,1.5,0.0,26.2,24.3,113,118,-1.0
Isaiah Hartenstein,31:10,.806,.750,.250,1.250,12.1,22.5,17.1,13.8,2.9,0.0,39.2,13.1,117,111,0.5
Aaron Wiggins,27:25,.711,.711,.526,.000,0.0,7.3,3.5,17.1,5.0,0.0,0.0,27.8,138,111,16.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaiah Joe,25:40,.509,.458,.833,.333,0.0,0.0,0.0,12.3,0.0,0.0,12.7,24.6,97,126,-5.0
Jaylin Williams,20:52,.300,.300,1.000,.000,4.5,38.3,20.9,25.8,0.0,10.2,0.0,9.6,110,107,5.1
Ousmane Dieng,19:56,.291,.167,.333,.333,9.4,20.1,14.6,6.8,0.0,10.7,0.0,13.8,91,113,-4.1
Branden Carlson,8:15,.000,.000,.250,.000,0.0,12.1,5.9,0.0,0.0,12.9,0.0,19.5,0,115,-23.9
Brooks Barnhizer,1:31,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-5.7
Luguentz Dort,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Chris Youngblood,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.569,.500,.418,.341,25.5,77.1,50.5,63.2,8.6,11.1,12.5,100.0,113.3,115.2,
