Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Chet Holmgren,32:49,.825,.821,.429,.286,12.2,23.7,18.0,0.0,0.0,2.5,16.0,23.4,135,113,3.0
Shai Gilgeous-Alexander,28:56,.858,.722,.556,1.111,4.6,4.5,4.5,38.2,5.0,2.9,18.3,23.2,162,107,17.2
Cason Wallace,28:17,.350,.350,.400,.000,0.0,9.2,4.6,17.9,5.1,0.0,23.1,18.8,78,107,-9.3
Luguentz Dort,27:49,.824,.778,.667,.333,0.0,4.7,2.4,5.0,1.7,3.0,0.0,15.2,176,114,6.6
Isaiah Hartenstein,26:50,.707,.700,.100,.300,24.8,9.7,17.2,35.2,7.2,3.1,15.0,20.3,148,100,15.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaiah Joe,26:12,.636,.636,.909,.000,5.1,9.9,7.5,21.7,0.0,0.0,8.3,18.7,138,119,2.7
Ajay Mitchell,25:51,.349,.286,.286,.286,0.0,10.0,5.1,5.2,1.9,0.0,0.0,24.9,90,114,-15.4
Jaylin Williams,18:27,.000,.000,.500,.000,0.0,35.2,17.8,6.1,0.0,0.0,66.7,13.3,12,111,-20.8
Branden Carlson,10:37,.518,.500,.600,.800,37.7,12.2,24.8,26.6,0.0,15.6,0.0,26.1,144,109,11.9
Brooks Barnhizer,7:10,1.000,1.000,.000,.000,0.0,36.2,18.3,18.4,0.0,0.0,0.0,5.7,212,111,3.7
Ousmane Dieng,4:19,.000,.000,1.000,.000,0.0,0.0,0.0,51.7,0.0,0.0,0.0,9.5,114,121,2.5
Chris Youngblood,2:43,1.500,1.500,1.000,.000,0.0,47.8,24.2,0.0,0.0,0.0,0.0,15.1,300,108,24.3
Alex Caruso,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.634,.592,.483,.322,36.1,67.6,52.1,69.8,12.1,10.3,15.3,100.0,127.3,110.1,
