Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ryan Rollins,41:08,.532,.542,.583,.042,2.4,15.6,8.7,21.5,1.2,0.0,14.1,28.8,94,108,-0.7
A.J. Green,36:16,1.000,1.000,1.000,.000,0.0,14.7,7.0,30.5,2.7,0.0,0.0,6.9,200,105,10.5
Gary Trent Jr.,34:41,.536,.536,.857,.000,0.0,3.1,1.5,8.4,2.8,0.0,6.7,18.0,100,107,1.0
Myles Turner,31:15,.648,.633,.333,.533,3.1,23.9,13.1,11.7,0.0,3.1,5.1,26.0,125,107,6.2
Kyle Kuzma,29:20,.364,.364,.000,.000,10.0,32.7,20.9,29.3,0.0,0.0,15.4,18.5,92,107,-3.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bobby Portis,20:51,.302,.286,.214,.143,9.4,10.2,9.8,15.0,2.3,0.0,6.3,31.7,73,107,-10.5
Gary Harris,18:36,.615,.500,.000,.500,0.0,22.9,11.0,6.9,0.0,0.0,0.0,5.5,141,109,-5.6
Jericho Sims,16:45,1.000,1.000,.000,.000,11.7,0.0,6.1,16.7,2.9,0.0,50.0,10.0,111,108,-2.2
Cole Anthony,11:08,.127,.000,.286,.286,17.6,19.2,18.3,32.3,0.0,0.0,20.2,37.0,52,110,-21.9
Thanasis Antetokounmpo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Amir Coffey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Andre Jackson Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Pete Nance,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Mark Sears,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.509,.495,.442,.147,22.4,80.0,50.0,77.5,7.1,2.0,12.2,100.0,103.8,106.8,
