Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,36:04,.486,.500,.143,.286,0.0,16.0,7.9,48.1,1.3,0.0,22.8,33.2,89,109,-4.6
Ben Sheppard,34:58,.670,.654,.538,.077,0.0,11.0,5.4,13.1,1.3,3.0,6.9,16.2,131,109,2.5
Jarace Walker,32:11,.273,.273,.091,.000,0.0,17.9,8.9,24.5,0.0,3.2,8.3,14.6,82,110,-7.8
Aaron Nesmith,32:09,.430,.441,.529,.059,14.6,6.0,10.3,9.3,1.4,0.0,14.7,24.9,89,112,-6.6
Isaiah Jackson,20:26,.667,.667,.000,.000,4.6,28.2,16.3,7.4,2.3,0.0,25.0,15.3,99,103,-6.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jeremiah Robinson-Earl,23:30,.424,.389,.222,.111,28.0,32.7,30.3,11.7,2.0,0.0,0.0,15.7,125,103,1.8
Jay Huff,17:42,.735,.700,.900,.200,0.0,10.8,5.4,0.0,0.0,11.8,8.4,26.3,130,106,7.1
Taelon Peter,16:29,.375,.375,.750,.000,5.7,11.6,8.6,30.6,0.0,6.3,20.0,11.9,102,110,-0.6
Tony Bradley,13:37,.515,.333,.000,.667,13.8,0.0,7.0,9.4,0.0,0.0,0.0,11.1,140,117,-5.4
Cody Martin,7:42,.333,.333,.667,.000,0.0,49.9,24.7,0.0,6.1,0.0,0.0,15.2,75,89,-4.8
RayJ Dennis,5:12,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,117,-24.7
Mac McClung,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.492,.480,.364,.131,31.4,80.0,55.4,70.7,5.8,10.9,14.7,100.0,100.0,108.7,
