Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Mikal Bridges,12:00,3,5,.600,2,4,.500,0,0,,0,0,0,1,0,1,0,1,8,6.7,-1
OG Anunoby,10:45,4,5,.800,2,2,1.000,1,2,.500,1,0,1,0,0,0,0,2,11,8.6,-3
Jalen Brunson,7:39,2,4,.500,0,1,.000,1,2,.500,0,0,0,3,0,0,1,2,5,2.9,0
Karl-Anthony Towns,7:19,0,3,.000,0,3,.000,2,2,1.000,0,2,2,1,0,1,1,2,2,0.1,-1
Mitchell Robinson,4:35,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,+2
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Miles McBride,12:00,2,4,.500,1,1,1.000,0,0,,1,1,2,2,0,0,0,1,5,5.0,-1
Josh Hart,,,,,,,,,,,,,,,,,,,,,
Landry Shamet,5:42,1,2,.500,1,2,.500,0,0,,0,0,0,0,1,0,0,1,3,2.6,-1
Jordan Clarkson,,,,,,,,,,,,,,,,,,,,,
Tyler Kolek,,,,,,,,,,,,,,,,,,,,,
Guerschon Yabusele,,,,,,,,,,,,,,,,,,,,,
Pacome Dadiet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Mohamed Diawara,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ariel Hukporti,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,60,12,23,.522,6,13,.462,4,6,.667,2,4,6,7,1,2,2,10,34,,
