Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trey Murphy III,31:43,.359,.188,.625,.500,2.7,25.2,11.5,0.0,1.6,0.0,9.3,14.6,77,127,-9.8
Jeremiah Fears,30:21,.661,.700,.200,.133,2.8,0.0,1.7,58.6,3.3,0.0,5.9,23.9,132,130,11.0
Zion Williamson,26:14,.564,.500,.000,.500,0.0,0.0,0.0,14.8,1.9,3.8,23.5,20.9,90,131,-5.2
Herbert Jones,20:36,.357,.357,.571,.000,0.0,6.5,2.5,8.5,0.0,0.0,22.2,18.8,60,136,-15.7
DeAndre Jordan,12:20,1.000,1.000,.000,.000,20.8,21.6,21.2,0.0,0.0,0.0,50.0,7.0,120,131,-7.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Yves Missi,23:57,.610,.833,.000,.833,3.6,16.7,8.7,0.0,0.0,8.4,0.0,14.7,113,129,-0.2
Jordan Poole,21:54,.353,.227,.636,.364,3.9,0.0,2.4,15.9,0.0,0.0,7.3,27.0,81,138,-10.7
Saddiq Bey,19:08,.354,.333,.667,.222,4.5,13.9,8.2,18.6,5.3,0.0,0.0,22.2,88,121,2.7
Derik Queen,14:26,.340,.400,.000,.400,17.8,46.2,28.9,0.0,3.5,0.0,33.8,26.4,57,116,-15.6
Jose Alvarado,13:57,.300,.300,.800,.000,0.0,19.1,7.5,12.0,3.6,0.0,16.7,18.5,59,124,-9.5
Jordan Hawkins,7:48,.170,.000,.800,.400,11.0,34.2,20.1,19.2,0.0,0.0,0.0,32.4,57,128,-14.9
Micah Peavy,7:48,.387,.333,.333,.667,11.0,0.0,6.7,23.8,6.5,0.0,0.0,21.4,101,123,5.2
Bryce McGowens,6:07,1.136,,,,0.0,0.0,0.0,24.5,0.0,0.0,0.0,6.2,244,138,3.5
Karlo Matković,3:42,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,98,138,-4.8
Team Totals,240,.450,.418,.400,.341,23.2,63.9,39.1,53.1,9.4,6.3,12.5,100.0,92.2,127.9,
