Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keyonte George,37:45,.697,.706,.471,.412,2.6,13.0,7.9,26.0,2.5,0.0,9.1,23.2,136,129,7.1
Lauri Markkanen,32:42,.401,.342,.263,.263,12.2,6.0,9.1,15.4,0.0,0.0,8.6,28.2,97,137,-9.2
Ace Bailey,29:29,.661,.633,.533,.133,3.4,6.6,5.0,9.6,1.6,3.1,11.2,24.1,121,132,2.8
Jusuf Nurkić,24:11,.667,.667,.000,.000,8.3,28.4,18.4,10.2,0.0,3.8,33.3,14.8,97,127,-6.7
Svi Mykhailiuk,20:03,.200,.200,.800,.000,0.0,14.7,7.4,10.7,0.0,0.0,16.7,11.9,56,134,-15.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Anderson,23:36,.857,.857,.000,.000,4.2,20.8,12.6,35.1,2.0,3.9,22.2,15.1,142,125,5.8
Isaiah Collier,21:11,.250,.250,.000,.000,9.4,4.6,7.0,15.2,4.4,0.0,33.3,11.2,75,127,-10.1
Brice Sensabaugh,18:31,.615,.615,.385,.000,0.0,5.3,2.7,9.0,2.5,5.0,0.0,27.9,124,129,5.2
Walter Clayton,17:01,.000,.000,.800,.000,0.0,5.8,2.9,24.0,0.0,5.4,0.0,11.7,52,135,-13.3
Kyle Filipowski,15:31,.564,.563,.250,.500,19.3,37.9,28.7,8.9,0.0,5.9,0.0,25.0,130,123,5.0
Kevin Love,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Cody Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.547,.530,.364,.182,29.2,67.3,48.5,68.1,6.8,11.5,11.6,100.0,113.2,129.7,
