Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lauri Markkanen,37:52,.659,.579,.368,.632,3.1,11.5,7.5,9.0,3.5,9.3,4.0,25.1,143,121,6.7
Keyonte George,32:02,.704,.500,.357,1.071,3.7,3.4,3.5,37.5,1.4,0.0,22.6,31.2,130,133,0.3
Walker Kessler,31:47,.676,.708,.333,.250,25.8,17.2,21.3,19.9,1.4,3.7,18.4,19.3,129,126,1.7
Svi Mykhailiuk,22:59,.700,.700,.600,.000,5.1,4.7,4.9,6.0,1.9,0.0,16.7,9.8,125,131,-2.6
Kyle Filipowski,15:37,.645,.625,.500,1.250,7.5,21.0,14.5,26.5,2.9,0.0,0.0,14.9,159,123,6.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jusuf Nurkić,16:15,.553,.450,.300,.400,7.2,20.1,13.9,40.5,2.7,0.0,29.8,38.8,95,124,-8.1
Walter Clayton,15:58,.410,.250,.500,.500,0.0,6.8,3.5,15.8,0.0,0.0,17.0,13.9,98,135,-11.3
Ace Bailey,15:22,.680,.600,.400,.400,7.6,14.2,11.0,19.8,0.0,7.6,14.5,16.8,136,129,-0.2
Taylor Hendricks,14:42,.425,.400,.600,.400,15.9,14.8,15.4,0.0,0.0,8.0,14.5,17.6,94,129,-10.8
Brice Sensabaugh,13:34,.644,.500,1.000,.667,0.0,40.2,20.8,9.4,0.0,8.6,0.0,10.8,161,120,1.5
Elijah Harkless,11:56,.266,.000,1.000,2.000,9.8,18.3,14.2,9.8,7.5,0.0,0.0,5.9,114,113,1.5
Cody Williams,11:56,1.000,1.000,.000,.000,0.0,9.1,4.7,24.4,0.0,0.0,50.0,12.6,96,134,-9.9
Kyle Anderson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kevin Love,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.635,.554,.417,.583,39.0,68.2,54.1,73.2,9.3,17.1,17.2,100.0,124.4,126.3,
