Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kon Knueppel,41:46,.685,.675,.600,.050,8.4,12.8,10.1,26.5,0.0,0.0,8.9,19.9,145,132,6.9
Miles Bridges,35:23,.574,.525,.400,.200,7.4,7.5,7.5,8.8,1.4,5.8,0.0,22.8,139,126,3.8
LaMelo Ball,27:18,.381,.286,.524,.286,9.6,19.5,13.5,46.3,3.5,0.0,20.2,40.2,90,122,-4.3
Ryan Kalkbrenner,24:42,.791,.800,.000,.600,17.7,21.6,19.2,0.0,0.0,0.0,0.0,9.5,176,130,-1.0
Sion James,23:23,.102,.000,.250,.500,0.0,11.4,4.5,4.8,2.1,0.0,17.0,9.3,33,127,-15.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Collin Sexton,25:09,.384,.308,.231,.231,0.0,0.0,0.0,27.0,1.9,0.0,12.3,24.0,95,130,-10.4
Moussa Diabaté,24:08,.388,.333,.000,.333,25.3,27.6,26.2,16.1,0.0,0.0,8.8,17.4,114,128,-6.8
Drew Peterson,18:34,.333,.333,.667,.000,0.0,21.5,8.5,0.0,2.6,0.0,0.0,12.0,82,124,-10.3
Pat Connaughton,16:19,.929,.929,.714,.000,0.0,16.3,6.5,10.4,2.9,0.0,0.0,15.9,187,124,15.0
KJ Simpson,3:18,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0,134,-33.5
Mason Plumlee,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Grant Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.506,.463,.421,.206,40.0,72.2,52.7,65.1,7.0,4.3,10.0,100.0,118.0,127.0,
