Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyrese Maxey,47:26,.609,.500,.360,.640,0.0,6.7,3.2,34.2,1.0,1.7,11.1,30.9,129,123,1.6
Kelly Oubre Jr.,43:49,.559,.500,.385,.385,6.6,19.4,12.7,3.1,1.1,1.9,6.2,15.0,125,119,-3.2
VJ Edgecombe,39:59,.543,.500,.667,.167,2.4,13.3,7.6,13.4,1.2,0.0,13.4,15.1,115,121,-5.3
Joel Embiid,23:02,.636,.618,.353,.353,12.6,18.4,15.3,47.4,0.0,3.6,13.3,40.0,126,120,8.3
Justin Edwards,14:12,.500,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,111,128,-10.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Quentin Grimes,38:45,.586,.500,.588,.353,2.5,16.4,9.1,11.6,3.6,4.3,9.2,22.7,123,112,2.7
Trendon Watford,18:20,.333,.333,.333,.000,5.3,17.3,11.0,20.6,0.0,0.0,25.0,8.9,99,123,-8.4
Adem Bona,17:31,.333,.333,.000,.000,16.5,12.1,14.4,0.0,0.0,23.6,25.0,9.3,92,109,-1.7
Andre Drummond,11:31,.750,.750,.000,.000,33.5,55.2,43.8,0.0,0.0,7.2,0.0,14.1,176,108,6.0
Jabari Walker,5:52,1.031,1.000,.000,.667,32.9,0.0,17.2,0.0,8.0,0.0,0.0,26.9,221,109,24.6
Eric Gordon,4:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-11.3
Johni Broome,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kyle Lowry,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Hunter Sallis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,265,.598,.535,.420,.370,32.7,74.0,52.4,57.8,6.2,17.2,10.7,100.0,123.4,118.9,
