Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Amen Thompson,38:50,.530,.519,.115,.038,10.1,14.3,12.2,27.1,2.4,0.0,7.0,28.8,119,105,4.7
Jabari Smith Jr.,35:31,.901,.875,.375,.250,0.0,10.4,5.4,6.8,0.0,0.0,25.3,13.2,128,112,-0.8
Alperen Şengün,34:44,.543,.429,.143,.714,8.5,34.5,21.9,24.4,1.3,2.8,24.6,27.7,103,98,1.9
Kevin Durant,34:27,.306,.306,.111,.000,2.8,8.0,5.5,17.0,1.3,2.8,10.0,22.9,78,109,-7.9
Josh Okogie,23:32,.722,.722,.556,.000,4.2,7.8,6.1,16.2,3.9,0.0,0.0,15.1,159,104,10.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tari Eason,31:43,.576,.538,.615,.154,3.1,11.6,7.5,3.7,1.5,3.0,0.0,17.2,130,107,2.3
Reed Sheppard,16:49,.806,.857,.571,.143,0.0,5.5,2.8,8.5,5.5,0.0,0.0,17.4,158,101,13.8
Clint Capela,16:01,1.042,1.000,.000,1.000,24.5,34.6,29.7,14.3,0.0,0.0,0.0,7.1,222,102,10.4
Jae'Sean Tate,2:26,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,102,116,-6.6
JD Davison,1:59,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0,115,-36.1
Jeff Green,1:59,.000,.000,1.000,.000,49.4,0.0,24.0,0.0,0.0,0.0,0.0,19.9,69,116,-19.9
Aaron Holiday,1:59,,,,,0.0,0.0,0.0,50.4,0.0,0.0,,0.0,227,115,-2.3
Team Totals,240,.569,.540,.297,.178,30.6,75.0,53.5,60.4,8.7,6.0,10.7,100.0,119.7,105.2,
