Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Franz Wagner,7:07,1,3,.333,0,1,.000,1,1,1.000,0,2,2,1,0,0,1,0,3,1.6,-5
Paolo Banchero,10:02,1,4,.250,0,1,.000,2,4,.500,0,2,2,0,0,0,0,0,4,1.4,-3
Desmond Bane,9:40,3,5,.600,0,2,.000,0,0,,0,1,1,2,0,1,0,0,6,6.1,-3
Wendell Carter Jr.,7:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,1,1,0,-1.1,-5
Jalen Suggs,7:29,2,4,.500,2,3,.667,0,0,,0,1,1,2,0,0,1,3,6,3.5,-5
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Anthony Black,6:51,1,2,.500,1,2,.500,0,0,,0,0,0,1,0,1,0,1,3,3.0,0
Tristan Da Silva,6:51,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,0
Goga Bitadze,4:31,0,0,,0,0,,0,0,,0,3,3,0,0,1,0,0,0,1.6,+1
Tyus Jones,,,,,,,,,,,,,,,,,,,,,
Jonathan Isaac,,,,,,,,,,,,,,,,,,,,,
Jett Howard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Noah Penda,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jase Richardson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,60,9,20,.450,4,11,.364,3,5,.600,0,9,9,6,1,3,3,5,25,,
