Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Franz Wagner,34:14,.622,.594,.375,.125,6.5,11.7,8.9,12.5,1.5,0.0,10.6,24.0,126,116,-0.3
Paolo Banchero,32:44,.683,.750,.333,.500,3.4,32.6,16.7,39.7,3.1,0.0,6.4,20.8,149,107,13.3
Anthony Black,30:38,.744,.731,.462,.077,3.6,0.0,2.0,9.7,3.3,5.9,18.2,23.4,122,112,5.8
Desmond Bane,27:51,.393,.364,.182,.091,8.0,9.6,8.7,31.7,0.0,0.0,25.9,24.2,93,120,-13.2
Wendell Carter Jr.,26:53,.836,.833,.556,.444,20.8,14.9,18.1,15.6,0.0,3.4,8.5,19.1,169,117,9.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tristan Da Silva,22:24,.696,.591,.636,.545,5.0,11.9,8.1,6.3,6.8,0.0,12.8,30.4,132,104,7.1
Noah Penda,17:01,.521,.500,.000,1.000,0.0,15.7,7.1,6.7,0.0,0.0,0.0,7.4,127,118,-8.4
Jonathan Isaac,15:15,.200,.200,.800,.000,7.3,17.5,12.0,7.5,3.3,17.8,0.0,14.3,77,101,-4.8
Tyus Jones,13:57,.625,.625,.750,.000,0.0,0.0,0.0,0.0,3.6,0.0,0.0,12.5,129,115,-1.1
Goga Bitadze,13:21,.676,.625,.250,.250,8.4,20.0,13.7,0.0,0.0,6.8,0.0,14.5,152,114,-0.8
Jett Howard,1:54,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-9.6
Jase Richardson,1:54,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,236,123,26.2
Orlando Robinson,1:54,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-18.7
Team Totals,240,.633,.609,.437,.264,32.6,66.7,48.1,64.4,10.5,13.2,11.8,100.0,129.5,112.7,
