Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Coby White,35:16,.619,.567,.667,.667,0.0,14.2,7.7,24.4,1.2,0.0,20.5,29.4,107,130,-4.8
Josh Giddey,35:03,.717,.667,.833,.500,0.0,20.0,10.9,23.6,0.0,0.0,25.5,23.8,113,130,-2.8
Ayo Dosunmu,32:10,.769,.750,.250,.313,3.7,3.1,3.4,5.6,0.0,0.0,5.2,25.3,140,137,1.0
Patrick Williams,27:26,.333,.333,.778,.000,0.0,14.6,8.0,8.9,0.0,0.0,10.0,15.5,70,132,-12.3
Matas Buzelis,21:15,.625,.625,.625,.000,0.0,18.8,10.3,0.0,0.0,6.5,20.0,20.0,85,127,-6.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tre Jones,27:39,.628,.500,.250,2.250,4.3,3.6,3.9,48.3,0.0,0.0,0.0,12.2,174,136,2.1
Jalen Smith,26:21,.945,.917,.833,.333,4.6,19.0,12.4,5.1,0.0,0.0,22.5,14.3,136,130,-0.5
Jevon Carter,18:04,.786,.786,.857,.000,0.0,5.5,3.0,8.2,2.4,0.0,0.0,16.4,143,130,3.7
Julian Phillips,14:37,1.167,1.167,.333,.000,8.2,6.8,7.5,9.9,3.0,4.8,25.0,11.6,165,126,10.2
Noa Essengue,2:09,.000,.000,.500,.000,0.0,0.0,0.0,0.0,20.5,0.0,0.0,39.5,0,91,-34.2
Emanuel Miller,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Lachlan Olbrich,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.677,.646,.610,.390,10.0,60.4,37.5,67.4,3.7,4.3,15.0,100.0,119.3,131.2,
