Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ja Morant,33:32,.481,.357,.429,.429,0.0,8.8,4.9,38.4,0.0,0.0,32.5,30.3,84,127,-12.7
Jaren Jackson Jr.,29:40,.603,.571,.286,.286,4.1,16.5,11.0,15.3,0.0,0.0,24.1,28.8,91,125,-8.3
Jaylen Wells,29:09,.818,.818,.636,.000,0.0,10.1,5.6,20.9,3.0,0.0,8.3,17.0,138,119,9.7
Jock Landale,25:51,.571,.571,.286,.000,4.8,26.5,16.9,5.2,0.0,4.3,12.5,12.7,102,120,-5.8
Kentavious Caldwell-Pope,15:12,.667,.667,.333,.000,0.0,12.9,7.2,0.0,5.7,0.0,0.0,8.1,120,112,2.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cedric Coward,30:11,.435,.300,.500,.600,4.1,6.5,5.4,20.8,2.9,7.4,13.7,20.0,97,116,-1.1
Santi Aldama,30:09,.808,.850,.300,.400,0.0,22.7,12.7,15.8,0.0,0.0,0.0,16.1,157,123,5.3
Vince Williams Jr.,24:17,.841,.786,.714,.429,10.1,28.2,20.2,33.8,0.0,0.0,37.5,22.6,115,122,4.3
Cam Spencer,18:47,.652,.625,.625,.125,0.0,10.4,5.8,31.2,2.3,0.0,0.0,18.5,137,121,5.2
John Konchar,3:12,,,,,0.0,30.6,17.0,0.0,0.0,0.0,,0.0,0,121,-9.6
PJ Hall,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
GG Jackson II,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Olivier-Maxence Prosper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.635,.595,.452,.286,12.8,79.6,50.0,83.7,6.4,7.0,18.9,100.0,109.2,121.0,
