Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Michael Porter Jr.,36:03,.512,.500,.478,.043,2.9,39.2,18.3,37.8,1.4,0.0,0.0,30.3,113,109,8.7
Nic Claxton,33:49,.472,.500,.167,.333,6.2,12.5,8.9,14.4,0.0,7.3,0.0,19.0,107,113,-1.0
Terance Mann,28:03,.600,.600,.300,.000,0.0,0.0,0.0,0.0,0.0,8.8,0.0,16.6,112,114,-2.8
Noah Clowney,27:15,.564,.375,.875,.750,0.0,20.7,8.8,15.3,1.9,0.0,15.8,21.6,105,111,-4.2
Egor Dёmin,18:08,.388,.278,.556,.333,5.8,15.6,9.9,16.2,0.0,0.0,8.8,29.1,86,117,-9.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ziaire Williams,36:05,.631,.636,.545,.182,0.0,3.9,1.7,0.0,4.2,0.0,7.8,16.6,108,109,-0.5
Tyrese Martin,24:06,.286,.286,.571,.000,0.0,11.7,5.0,11.7,4.2,0.0,12.5,15.5,61,107,-8.5
Drake Powell,22:20,.600,.600,.000,.000,4.7,12.6,8.1,20.4,2.3,0.0,0.0,10.4,139,112,1.2
Day'Ron Sharpe,14:11,.500,.500,.250,.000,14.7,29.9,21.2,32.5,3.6,0.0,0.0,13.1,136,105,4.5
Tyson Etienne,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
E.J. Liddell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jalen Wilson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.510,.483,.438,.180,15.2,79.4,42.5,60.5,9.5,10.3,6.8,100.0,103.0,110.4,
