Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Toumani Camara,39:13,.382,.382,.765,.000,4.3,13.0,8.2,2.9,0.0,0.0,15.0,17.6,81,125,-9.9
Deni Avdija,36:33,.685,.643,.429,.333,2.3,27.9,13.9,31.6,0.0,2.2,11.1,25.6,140,120,10.9
Jrue Holiday,34:55,.434,.395,.526,.211,7.2,17.5,11.9,43.9,4.9,0.0,12.6,23.5,115,113,7.0
Shaedon Sharpe,28:14,.517,.500,.421,.158,14.9,14.5,14.7,5.0,1.5,0.0,22.8,32.2,91,121,-6.6
Donovan Clingan,20:54,.722,.722,.333,.000,20.1,9.8,15.5,0.0,4.1,7.5,0.0,14.9,163,112,8.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jerami Grant,22:07,.719,.611,.333,.889,3.8,9.2,6.3,22.8,1.9,0.0,24.2,25.8,122,121,2.2
Kris Murray,21:40,.375,.375,.125,.000,7.8,4.7,6.4,5.2,0.0,0.0,0.0,12.7,106,127,-7.6
Sidy Cissoko,17:18,.338,.250,.250,.250,4.9,5.9,5.3,0.0,0.0,0.0,0.0,8.9,97,126,-11.3
Duop Reath,11:37,1.000,1.000,1.000,.000,7.2,17.6,11.9,0.0,0.0,0.0,25.0,11.9,136,124,3.1
Robert Williams,7:29,,,,,11.3,27.3,18.5,13.1,0.0,10.5,,0.0,227,115,5.7
Scoot Henderson,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Damian Lillard,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Rayan Rupert,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Matisse Thybulle,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Yang Hansen,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.550,.514,.468,.211,38.6,74.5,54.8,59.2,7.1,6.6,14.4,100.0,115.9,120.4,
