Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Lauri Markkanen,9:16,2,2,1.000,2,2,1.000,5,5,1.000,1,3,4,1,0,0,0,0,11,12.7,+11
Keyonte George,9:56,3,5,.600,0,1,.000,1,1,1.000,0,1,1,4,0,0,0,1,7,7.4,+15
Jusuf Nurkić,4:30,1,2,.500,0,0,,0,0,,1,0,1,1,0,0,0,1,2,2.0,+11
Svi Mykhailiuk,7:12,1,2,.500,0,0,,0,0,,0,2,2,0,1,0,1,2,2,0.8,+12
Ace Bailey,4:54,1,1,1.000,0,0,,0,0,,0,0,0,1,1,0,0,0,2,3.4,+11
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Kyle Filipowski,4:48,1,2,.500,1,2,.500,0,0,,1,2,3,0,0,0,1,0,3,2.3,+2
Cody Williams,7:06,0,2,.000,0,2,.000,0,0,,0,0,0,2,0,0,0,0,0,0.0,+3
Brice Sensabaugh,,,,,,,,,,,,,,,,,,,,,
Isaiah Collier,4:48,2,2,1.000,1,1,1.000,0,0,,0,0,0,2,0,0,0,0,5,5.8,+2
Kevin Love,7:30,4,5,.800,4,5,.800,0,0,,0,0,0,0,0,1,1,2,12,9.0,+3
Walter Clayton,,,,,,,,,,,,,,,,,,,,,
Taylor Hendricks,,,,,,,,,,,,,,,,,,,,,
Kyle Anderson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Elijah Harkless,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,60,15,23,.652,8,13,.615,6,6,1.000,3,8,11,11,2,1,3,6,44,,
