Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keyonte George,36:03,.654,.583,.611,.333,0.0,19.5,8.7,30.7,0.0,2.4,12.7,26.1,126,120,4.5
Lauri Markkanen,34:47,.595,.533,.467,.400,10.8,13.5,12.0,13.9,1.4,0.0,5.4,21.3,132,119,3.4
Svi Mykhailiuk,28:20,.423,.423,.846,.000,3.3,8.3,5.5,10.9,0.0,0.0,7.1,19.7,93,123,-7.6
Ace Bailey,27:32,.506,.444,.333,.222,13.7,12.8,13.3,11.2,5.2,0.0,16.8,17.2,107,111,-0.9
Jusuf Nurkić,25:23,.235,.227,.273,.364,14.8,27.7,20.6,16.6,1.9,0.0,7.3,21.6,77,116,-9.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Filipowski,26:29,.509,.417,.667,.333,3.6,8.8,5.9,15.8,0.0,3.2,22.5,13.3,101,121,-5.7
Walter Clayton,17:46,.375,.375,.625,.000,0.0,19.8,8.8,16.6,0.0,9.6,11.1,20.2,83,114,-2.0
Kevin Love,16:42,.727,.667,.833,.333,0.0,21.0,9.4,9.8,0.0,5.1,12.7,18.8,128,117,3.8
Isaiah Collier,15:47,.727,.667,.000,.333,0.0,22.3,9.9,66.7,0.0,0.0,36.8,13.7,129,121,-0.4
Brice Sensabaugh,11:11,.776,.750,.500,.167,16.8,20.9,18.7,20.6,0.0,0.0,13.4,26.5,137,121,11.8
Elijah Harkless,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cody Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.535,.489,.547,.253,31.4,82.9,54.3,78.9,4.9,8.9,12.4,100.0,111.3,118.2,
