Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
DeMar DeRozan,39:04,.850,.833,.067,.133,2.9,3.0,3.0,18.7,2.4,0.0,5.9,19.1,160,124,6.6
Domantas Sabonis,36:11,.539,.500,.071,.286,9.5,32.4,20.8,20.9,3.9,0.0,16.0,22.9,107,115,0.7
Russell Westbrook,34:41,.513,.500,.545,.545,3.3,27.0,15.0,27.3,2.7,0.0,26.8,23.7,90,119,-2.4
Zach LaVine,24:34,.538,.500,.571,.143,0.0,9.5,4.7,16.7,1.9,0.0,21.2,17.0,93,124,-6.4
Keon Ellis,14:48,.333,.333,.667,.000,0.0,7.9,3.9,0.0,0.0,0.0,0.0,9.0,66,129,-12.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dennis Schröder,35:13,.818,.808,.615,.077,0.0,19.9,9.9,22.6,1.4,0.0,0.0,16.9,161,124,8.3
Malik Monk,28:08,.426,.353,.412,.235,0.0,8.3,4.1,5.3,1.7,0.0,5.1,31.0,83,125,-9.9
Drew Eubanks,11:49,.500,.500,.000,.000,0.0,9.9,4.9,0.0,0.0,16.6,0.0,7.5,95,117,-2.7
Nique Clifford,10:57,.129,.000,.667,.667,0.0,0.0,0.0,0.0,0.0,8.9,0.0,15.6,28,124,-17.0
Precious Achiuwa,4:35,.174,.000,1.000,1.000,0.0,25.5,12.6,0.0,0.0,0.0,0.0,27.8,38,126,-23.8
Doug McDermott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Maxime Raynaud,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.569,.540,.379,.253,11.9,78.0,44.6,61.0,9.9,6.1,11.0,100.0,109.0,121.9,
