Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Toumani Camara,40:31,.423,.423,.538,.000,9.3,17.8,13.1,9.9,1.2,0.0,13.3,14.1,102,126,-7.1
Jerami Grant,39:23,.533,.450,.450,.500,4.8,9.2,6.7,7.4,0.0,0.0,3.9,24.6,126,130,-2.9
Deni Avdija,39:07,.628,.550,.350,.350,4.8,12.3,8.1,29.2,0.0,4.4,14.8,26.4,127,127,3.9
Shaedon Sharpe,38:31,.489,.422,.281,.344,4.9,6.3,5.5,28.0,1.2,0.0,7.5,39.4,114,128,-1.1
Donovan Clingan,27:54,.673,.636,.545,.182,23.7,17.3,20.9,11.0,0.0,6.2,0.0,16.2,166,125,6.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kris Murray,32:13,1.500,1.500,1.000,.000,5.9,11.2,8.2,7.7,4.5,0.0,0.0,2.4,267,120,5.7
Robert Williams,16:38,.600,.600,.000,.000,11.4,21.7,15.9,8.7,5.8,5.2,0.0,11.5,148,112,5.8
Caleb Love,14:15,.167,.167,.667,.000,0.0,16.9,7.4,17.6,3.4,0.0,0.0,16.0,66,121,-11.1
Sidy Cissoko,11:41,.174,.000,.500,1.000,8.1,10.3,9.1,9.9,0.0,0.0,25.8,12.7,58,129,-18.8
Rayan Rupert,4:46,.000,.000,1.000,.000,0.0,75.8,33.4,0.0,0.0,0.0,0.0,16.0,0,112,-28.2
Scoot Henderson,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jrue Holiday,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Damian Lillard,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Duop Reath,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Matisse Thybulle,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,265,.523,.469,.416,.283,39.3,70.5,53.0,56.5,7.2,8.2,8.6,100.0,120.5,125.0,
