Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Harrison Barnes,38:48,1.010,1.000,.818,.182,3.2,11.8,7.6,8.2,2.5,0.0,20.2,15.5,147,114,8.8
Victor Wembanyama,37:12,.590,.500,.125,.375,3.3,21.5,12.7,17.4,1.3,4.4,17.7,24.5,115,111,-1.2
Stephon Castle,36:22,.493,.417,.333,.417,6.8,12.6,9.8,51.4,2.7,2.3,26.0,21.3,115,113,1.8
Devin Vassell,33:03,.545,.500,.833,.333,7.4,3.5,5.4,12.7,5.9,0.0,6.8,18.0,129,110,5.6
Julian Champagnie,31:14,.698,.643,.929,.286,3.9,22.0,13.3,5.0,6.3,2.6,11.3,22.9,134,100,13.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keldon Johnson,27:06,.450,.375,.250,.250,22.7,4.2,13.1,20.4,1.8,0.0,18.4,16.2,118,119,-2.5
Jeremy Sochan,15:16,.170,.000,.400,.400,8.1,7.5,7.8,15.7,0.0,0.0,33.8,23.5,51,122,-24.1
Jordan McLaughlin,9:16,.750,.750,.167,.000,13.3,0.0,6.4,26.9,5.3,0.0,0.0,26.1,162,113,20.1
Lindy Waters III,6:00,.750,.750,1.000,.000,0.0,19.0,9.9,0.0,0.0,0.0,0.0,13.4,152,117,3.8
Kelly Olynyk,5:43,1.000,1.000,.000,.000,21.5,0.0,10.4,0.0,0.0,0.0,0.0,7.1,213,126,2.3
Bismack Biyombo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Carter Bryant,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
David Jones García,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.617,.563,.517,.287,38.5,59.5,49.4,75.0,15.3,6.9,17.6,100.0,123.4,112.2,
