Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Chet Holmgren,32:22,.574,.550,.200,.200,10.3,15.1,12.9,9.8,0.0,2.7,8.4,32.8,117,105,1.0
Cason Wallace,30:25,.714,.714,.286,.000,0.0,6.4,3.4,16.3,5.0,0.0,30.0,14.7,107,99,2.8
Isaiah Hartenstein,30:22,.600,.600,.000,.000,18.4,22.6,20.6,22.3,1.7,0.0,16.7,17.7,128,100,3.3
Shai Gilgeous-Alexander,29:26,.778,.763,.211,.263,0.0,13.3,7.1,48.0,3.4,0.0,4.5,33.7,158,100,24.2
Luguentz Dort,21:54,.375,.375,.500,.000,5.1,13.4,9.5,5.1,0.0,4.1,20.0,10.2,84,105,-5.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ajay Mitchell,30:36,.453,.433,.267,.067,0.0,19.2,10.2,17.6,1.6,2.9,16.3,26.9,90,99,-5.5
Isaiah Joe,21:09,.300,.300,.600,.000,5.3,18.5,12.3,5.3,4.8,0.0,16.7,12.7,74,94,-3.9
Branden Carlson,16:36,.700,.700,.600,.000,6.7,5.9,6.3,0.0,0.0,10.7,16.7,16.2,117,104,-0.8
Ousmane Dieng,13:55,.333,.333,.333,.000,8.0,7.0,7.5,8.3,0.0,0.0,0.0,9.6,107,110,-6.6
Brooks Barnhizer,11:33,.000,.000,.000,.000,9.7,33.9,22.6,9.2,0.0,7.7,0.0,3.9,102,94,1.2
Alex Caruso,1:42,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-8.7
Chris Youngblood,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.584,.567,.258,.112,30.2,75.5,54.3,57.8,9.4,11.1,13.0,100.0,114.1,100.5,
