Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Vince Williams Jr.,24:34,.482,.458,.833,.083,3.6,17.8,9.9,16.2,0.0,0.0,7.4,22.6,98,141,-4.8
Jock Landale,24:28,.550,.550,.200,.000,7.1,17.8,11.9,35.4,2.1,0.0,9.1,18.5,114,136,3.1
Jaylen Wells,24:23,.250,.250,.500,.000,10.7,4.5,8.0,0.0,4.1,0.0,0.0,16.9,70,137,-10.6
Jaren Jackson Jr.,23:17,.551,.500,.200,.200,7.5,0.0,4.2,0.0,2.2,4.3,15.5,34.2,95,141,-6.0
Kentavious Caldwell-Pope,18:42,.000,.000,1.000,.000,4.7,11.7,7.8,24.1,2.7,0.0,25.0,8.8,46,137,-12.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cam Spencer,29:23,.425,.300,.400,.400,0.0,7.4,3.3,16.1,0.0,3.4,0.0,8.2,112,144,-9.0
Olivier-Maxence Prosper,26:06,.457,.286,.286,.571,3.3,12.5,7.4,26.0,0.0,3.8,10.2,15.4,107,141,-4.3
Cedric Coward,25:34,.410,.292,.500,.500,6.8,17.1,11.4,21.4,0.0,0.0,12.0,26.8,90,141,-8.1
Santi Aldama,23:35,.513,.455,.636,.545,7.4,18.5,12.3,34.1,4.3,4.2,6.8,25.6,113,128,10.6
PJ Hall,7:02,.450,.500,.250,.250,12.4,31.0,20.7,37.2,0.0,0.0,0.0,26.0,103,135,2.4
GG Jackson II,7:02,.410,.333,.333,.500,0.0,0.0,0.0,37.2,7.2,0.0,0.0,42.9,94,131,0.5
John Konchar,5:54,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,149,-13.6
Team Totals,240,.446,.389,.453,.274,27.3,59.1,41.4,78.1,8.4,8.3,8.6,100.0,99.8,137.6,
