Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bennedict Mathurin,37:18,.610,.533,.467,.333,8.0,11.0,9.5,9.2,1.3,2.4,14.9,23.1,112,123,-1.6
Pascal Siakam,36:53,.737,.700,.400,.400,0.0,24.9,12.3,20.6,1.3,0.0,14.5,23.9,125,120,4.1
Andrew Nembhard,32:53,.693,.625,.250,.350,0.0,3.1,1.5,55.8,2.9,0.0,0.0,30.0,150,123,14.9
Ben Sheppard,25:25,.167,.167,.833,.000,7.9,12.1,9.9,26.9,3.8,0.0,0.0,10.1,90,119,-0.9
Isaiah Jackson,17:58,.307,.250,.000,.500,11.1,11.4,11.2,0.0,5.4,4.9,17.0,14.0,73,112,-9.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jay Huff,26:00,.278,.278,.778,.000,7.7,11.8,9.7,0.0,1.9,13.7,18.2,18.1,58,115,-12.1
T.J. McConnell,17:17,.833,.833,.333,.000,0.0,17.7,8.8,42.9,2.8,0.0,25.0,19.8,125,119,5.7
Jarace Walker,17:07,.436,.333,.333,.333,0.0,23.9,11.8,0.0,0.0,0.0,0.0,17.2,93,123,-11.3
Jeremiah Robinson-Earl,12:17,.347,.000,.000,1.000,8.1,16.6,12.3,0.0,0.0,0.0,25.8,13.5,72,125,-16.0
Garrison Mathews,10:17,.000,.000,1.000,.000,0.0,9.9,4.9,0.0,0.0,0.0,0.0,12.5,0,128,-20.4
Tony Bradley,4:12,.347,.000,.000,1.000,0.0,0.0,0.0,30.9,0.0,0.0,0.0,29.3,95,130,-9.7
RayJ Dennis,1:12,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,131,-11.2
Taelon Peter,1:12,,,,,0.0,85.1,42.1,100.0,0.0,0.0,,0.0,230,103,24.2
Team Totals,240,.548,.483,.420,.295,20.8,70.2,45.3,67.6,10.0,11.1,11.6,100.0,109.5,120.5,
