Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dyson Daniels,36:11,.654,.667,.083,.333,3.4,7.8,5.9,14.0,5.0,3.3,12.7,18.1,116,104,6.6
Jalen Johnson,34:46,.632,.656,.125,.313,3.5,32.5,19.9,27.4,1.3,0.0,18.0,26.6,105,105,3.8
Nickeil Alexander-Walker,34:03,.505,.273,.364,1.000,0.0,8.3,4.7,20.3,0.0,3.5,24.0,25.5,91,116,-7.3
Kristaps Porziņģis,27:32,.533,.455,.364,.636,13.4,30.8,23.2,28.8,0.0,4.4,12.4,24.3,113,107,2.4
Zaccharie Risacher,24:00,.500,.500,.250,.000,0.0,7.8,4.4,32.3,5.7,0.0,20.0,17.3,96,104,4.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luke Kennard,31:46,1.090,1.083,.667,.333,0.0,5.9,3.4,9.6,1.4,0.0,22.5,11.6,148,115,4.6
Onyeka Okongwu,25:53,.400,.357,.286,.571,9.5,10.9,10.3,10.5,0.0,0.0,31.3,20.5,70,117,-12.8
Vit Krejci,17:26,.300,.300,.800,.000,7.1,5.4,6.1,7.6,0.0,0.0,0.0,11.9,84,119,-9.8
Mouhamed Gueye,8:24,1.064,1.000,.000,2.000,0.0,33.6,19.0,0.0,0.0,0.0,34.7,14.3,130,108,-0.4
Caleb Houstan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Asa Newell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
N'Faly Dante,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jacob Toppin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.590,.545,.299,.455,20.5,74.5,51.1,71.8,8.5,7.5,19.9,100.0,102.7,110.2,
