Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyshawn George,35:18,.988,.967,.600,.333,5.6,26.0,15.6,20.9,2.5,7.6,22.5,25.2,143,92,17.7
CJ McCollum,33:27,.338,.313,.500,.250,2.9,3.1,3.0,18.8,1.3,0.0,18.4,13.0,84,105,-9.2
Khris Middleton,29:50,.324,.346,.385,.154,0.0,13.7,6.7,9.3,4.4,0.0,0.0,18.6,75,96,-7.6
Bub Carrington,26:13,.363,.214,.143,.857,0.0,11.7,5.7,14.0,3.4,0.0,17.2,17.8,78,98,-9.1
Alex Sarr,25:42,.595,.500,.100,.400,11.4,23.8,17.5,29.5,1.7,10.4,25.4,24.6,109,93,3.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tre Johnson,26:16,.654,.654,.462,.000,3.7,7.8,5.7,13.0,0.0,3.4,0.0,19.8,133,105,3.4
Corey Kispert,21:19,.643,.700,.600,.200,0.0,19.2,9.4,26.3,0.0,0.0,0.0,10.2,146,104,-1.1
Cam Whitmore,16:10,.405,.333,.333,.222,6.1,12.6,9.3,9.3,2.7,0.0,9.2,27.0,86,100,-8.1
Marvin Bagley III,14:54,.727,.750,.333,.333,13.1,13.7,13.4,11.5,0.0,0.0,0.0,18.5,152,105,1.2
Tristan Vukcevic,7:07,.225,.250,.500,.250,0.0,28.7,14.1,0.0,0.0,12.5,18.4,30.6,37,94,-20.3
Will Riley,3:44,.852,,,,0.0,82.1,40.2,0.0,11.8,0.0,0.0,18.9,187,64,23.4
Justin Champagnie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Sharife Cooper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
AJ Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.569,.539,.400,.322,20.4,80.9,50.0,65.9,10.1,14.8,14.2,100.0,107.6,98.4,
