Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Wiggins,36:57,.433,.406,.375,.188,9.3,19.0,14.1,3.7,1.2,2.7,18.8,24.1,80,122,-9.4
Bam Adebayo,36:20,.666,.591,.455,.364,3.1,22.6,12.7,18.8,3.8,2.7,0.0,14.7,150,116,9.9
Davion Mitchell,31:37,.592,.700,.200,.800,0.0,0.0,0.0,31.6,1.4,0.0,12.9,10.3,129,127,-0.4
Pelle Larsson,26:02,.723,.650,.400,.400,4.4,18.0,11.1,34.6,0.0,0.0,7.8,20.5,148,127,6.0
Kel'el Ware,11:30,1.167,1.167,.333,.000,0.0,40.7,20.1,0.0,0.0,8.5,25.0,14.5,133,118,9.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaime Jaquez Jr.,34:44,.714,.688,.000,.813,9.9,16.9,13.3,19.9,0.0,0.0,15.6,31.0,127,127,3.4
Nikola Jović,27:42,.461,.438,.625,.500,4.1,8.5,6.3,9.2,0.0,0.0,9.3,16.2,98,129,-7.4
Simone Fontecchio,18:45,.383,.300,.800,.400,0.0,25.0,12.3,0.0,0.0,0.0,7.8,28.4,75,126,-15.0
Dru Smith,16:23,.700,.700,.600,.000,0.0,7.1,3.5,25.7,5.6,0.0,28.6,17.9,105,116,4.6
Myron Gardner,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Keshad Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Norman Powell,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jahmir Young,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.601,.565,.393,.429,21.4,80.5,50.6,67.4,6.7,6.1,13.1,100.0,114.1,123.6,
