Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Santi Aldama,27:34,.751,.750,.611,.167,0.0,20.7,10.7,16.9,0.0,7.4,4.9,29.9,138,96,13.8
Zach Edey,24:50,1.075,1.071,.143,.143,9.9,9.2,9.5,0.0,3.8,0.0,0.0,12.1,220,94,8.4
Cedric Coward,24:49,.707,.692,.692,.077,5.0,13.8,9.6,21.2,0.0,0.0,6.9,23.6,137,102,4.3
Vince Williams Jr.,23:50,.286,.286,.429,.000,0.0,24.0,12.4,65.7,4.0,0.0,30.0,17.0,109,92,5.1
Jaylen Wells,18:49,.604,.556,.556,.444,0.0,6.1,3.1,12.8,2.5,0.0,0.0,23.2,132,97,-0.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cam Spencer,24:10,.284,.227,.727,.273,5.1,4.7,4.9,25.9,2.0,0.0,0.0,20.7,99,99,-8.5
John Konchar,20:15,.387,.333,.333,.667,12.2,28.2,20.5,14.9,4.7,0.0,20.5,9.8,112,90,-0.1
Kentavious Caldwell-Pope,18:20,.167,.167,.667,.000,0.0,18.7,9.7,38.7,2.6,0.0,0.0,13.3,102,96,-3.3
GG Jackson II,18:10,.304,.222,.556,.222,13.5,44.0,29.4,5.9,2.6,5.6,9.2,24.3,81,88,-11.4
Olivier-Maxence Prosper,18:00,.975,1.167,.333,2.000,6.8,0.0,3.3,6.3,2.7,0.0,0.0,12.7,196,98,8.6
Jock Landale,14:50,.976,.944,.222,.444,16.6,30.8,24.0,0.0,0.0,0.0,0.0,29.4,201,101,22.0
Jahmai Mashack,6:23,.750,.750,1.000,.000,0.0,35.8,18.6,0.0,0.0,0.0,0.0,25.4,137,100,8.9
Team Totals,240,.620,.591,.545,.263,28.2,90.5,60.5,84.0,10.9,6.4,6.8,100.0,136.2,95.4,
