Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ivica Zubac,31:34,.438,.438,.000,.000,15.5,47.3,30.7,0.0,0.0,0.0,5.9,21.8,95,121,-6.3
James Harden,30:56,.728,.656,.688,.750,3.2,13.8,8.3,52.6,3.0,0.0,19.0,34.5,129,124,16.5
Kobe Sanders,26:25,.355,.313,.500,.125,0.0,8.1,3.9,0.0,0.0,6.1,37.2,20.6,44,128,-17.1
John Collins,24:44,.507,.500,.125,.250,0.0,17.3,8.3,0.0,1.9,3.2,10.1,16.2,90,123,-5.0
Kris Dunn,24:31,.400,.400,.200,.000,0.0,13.1,6.2,18.3,1.9,0.0,16.7,9.9,88,126,-5.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Chris Paul,23:04,.333,.333,.333,.000,0.0,9.2,4.4,26.1,2.0,0.0,40.0,17.6,58,127,-12.4
Bogdan Bogdanović,21:13,.333,.333,.667,.000,4.6,0.0,2.4,21.6,0.0,0.0,10.0,19.1,81,135,-8.9
Kobe Brown,15:39,.563,.563,.750,.000,12.5,6.8,9.8,11.4,0.0,0.0,11.1,23.3,109,133,0.9
Cam Christie,12:00,.521,.375,.250,1.000,0.0,8.9,4.3,0.0,3.9,0.0,0.0,19.5,113,123,-1.8
Yanic Konan Niederhauser,10:37,1.000,1.000,.000,.000,9.2,0.0,4.8,20.2,0.0,7.5,25.0,15.3,146,129,5.8
Nicolas Batum,8:43,1.500,1.500,1.000,.000,0.0,24.5,11.7,0.0,5.3,0.0,50.0,9.3,97,115,4.2
Brook Lopez,5:49,.375,.375,.500,.000,0.0,0.0,0.0,0.0,0.0,27.5,0.0,27.9,77,115,-1.9
Jahmyl Telfort,4:45,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0,135,-18.8
Team Totals,240,.519,.483,.404,.213,20.4,73.3,45.7,55.6,6.8,10.0,17.7,100.0,97.8,124.9,
