Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Moussa Diabaté,43:17,.705,.625,.000,.750,16.7,18.0,17.3,3.0,1.1,0.0,8.6,11.5,152,135,-5.8
Miles Bridges,42:23,.643,.625,.625,.083,0.0,25.7,11.2,7.8,0.0,2.5,3.9,26.1,124,135,0.5
Sion James,41:59,.530,.500,.700,.300,5.7,18.6,11.3,9.0,5.7,0.0,15.0,13.6,107,124,-0.5
Kon Knueppel,41:13,.721,.700,.450,.250,2.9,7.6,4.9,12.2,3.5,0.0,8.3,25.1,134,130,4.9
LaMelo Ball,27:24,.465,.400,.400,.333,0.0,17.1,7.4,51.8,0.0,0.0,10.4,30.0,111,137,-4.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tre Mann,29:14,.450,.450,.300,.000,4.1,32.0,16.3,31.9,0.0,0.0,23.1,19.0,98,137,-7.7
Collin Sexton,15:56,.799,.714,.429,.571,0.0,9.8,4.3,39.5,0.0,0.0,10.2,26.2,155,138,7.3
Pat Connaughton,10:00,.000,.000,.667,.000,0.0,0.0,0.0,11.3,9.6,0.0,0.0,12.8,25,117,-7.9
Mason Plumlee,9:43,.725,1.000,.000,4.000,0.0,0.0,0.0,0.0,0.0,0.0,26.6,16.6,98,139,-10.3
Antonio Reeves,3:51,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,139,-10.4
Josh Green,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Grant Williams,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Team Totals,265,.605,.566,.459,.296,22.7,85.3,50.0,66.0,9.9,2.0,10.5,100.0,121.1,132.9,
