Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Santi Aldama,34:47,.588,.588,.294,.000,5.2,16.9,10.8,22.5,1.5,2.5,0.0,20.3,142,103,9.8
Jaylen Wells,31:19,.383,.300,.200,.400,8.7,6.3,7.5,18.9,0.0,0.0,0.0,15.6,119,112,-4.1
Zach Edey,26:28,.920,.667,.000,2.667,24.0,29.6,26.7,16.3,2.0,13.2,38.0,16.5,133,90,9.1
Cedric Coward,25:11,.341,.273,.364,.455,3.6,3.9,3.7,6.1,0.0,0.0,0.0,21.8,95,113,-10.6
Vince Williams Jr.,24:07,.465,.333,.333,.444,11.3,28.4,19.5,38.5,4.4,0.0,21.8,23.7,105,94,2.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kentavious Caldwell-Pope,25:19,.625,.625,.500,.000,0.0,0.0,0.0,6.4,0.0,0.0,0.0,13.1,143,115,-0.9
Cam Spencer,23:37,.781,.750,.500,.200,3.8,12.4,8.0,41.0,2.2,0.0,8.4,20.9,160,105,15.4
John Konchar,19:40,.368,.400,.400,.200,13.8,19.9,16.7,7.6,0.0,0.0,26.9,15.7,76,107,-8.7
Olivier-Maxence Prosper,17:00,.125,.125,.375,.000,10.7,28.8,19.4,0.0,0.0,0.0,11.1,22.0,43,104,-22.6
GG Jackson II,7:39,.200,.200,.200,.000,0.0,25.6,12.3,0.0,0.0,0.0,16.7,32.6,42,105,-27.0
Jock Landale,4:53,.583,.583,.333,.000,18.5,0.0,9.6,100.0,0.0,0.0,0.0,51.0,137,115,28.4
Jahmai Mashack,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.497,.446,.337,.261,43.4,77.6,59.8,70.3,5.5,9.1,11.2,100.0,111.5,104.9,
