Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Derrick White,37:08,.487,.469,.375,.063,2.9,3.0,2.9,38.1,3.9,2.8,5.7,19.4,121,122,5.2
Jaylen Brown,36:30,.554,.554,.214,.071,0.0,27.5,13.4,17.0,1.3,0.0,12.2,37.3,100,124,-0.4
Payton Pritchard,31:55,.692,.656,.500,.500,0.0,7.0,3.4,19.4,1.5,0.0,13.3,29.2,125,129,6.3
Neemias Queta,30:02,.282,.250,.000,.250,10.7,18.6,14.5,8.0,1.6,6.9,0.0,12.2,92,121,-6.4
Josh Minott,25:20,.761,.714,.571,.286,12.6,22.0,17.2,5.3,1.9,0.0,20.2,16.1,129,124,1.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Sam Hauser,20:32,.250,.250,.833,.000,5.2,10.9,8.0,17.2,2.4,0.0,0.0,12.1,91,126,-2.6
Jordan Walsh,18:48,.333,.333,.333,.000,11.3,23.8,17.4,0.0,2.6,5.6,40.0,11.0,61,119,-7.8
Anfernee Simons,17:34,.688,.688,.750,.000,0.0,12.7,6.2,17.0,0.0,5.9,11.1,21.2,125,127,2.5
Luka Garza,13:22,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,23.4,0.0,9.3,73,120,-7.6
Hugo González,8:49,.000,,,,24.2,25.3,24.7,12.7,0.0,0.0,69.4,6.8,83,127,-7.0
Chris Boucher,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Baylor Scheierman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Xavier Tillman Sr.,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Team Totals,240,.539,.521,.389,.168,26.7,74.4,50.0,60.5,9.1,17.4,12.1,100.0,110.7,123.8,
