Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nickeil Alexander-Walker,35:34,.455,.455,.545,.000,3.0,12.0,7.5,11.1,1.4,0.0,8.3,15.4,100,105,-6.5
Jalen Johnson,34:29,.510,.467,.267,.400,3.1,30.9,17.0,37.2,1.5,2.4,18.5,28.6,105,97,2.9
Kristaps Porziņģis,33:03,.747,.706,.353,.412,0.0,22.6,11.3,22.3,0.0,7.6,0.0,27.7,156,100,13.7
Dyson Daniels,30:47,.441,.400,.267,.133,17.3,10.4,13.9,19.1,1.6,2.7,5.9,25.0,113,104,-2.7
Zaccharie Risacher,22:33,.337,.364,.545,.182,0.0,14.2,7.1,25.4,2.2,3.7,0.0,24.0,88,100,-6.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Vit Krejci,27:00,1.050,1.050,1.000,.000,0.0,4.0,2.0,0.0,0.0,0.0,9.1,18.6,157,111,10.4
Mouhamed Gueye,26:50,.500,.500,1.000,.000,11.9,11.9,11.9,0.0,3.8,0.0,0.0,5.1,142,100,-4.2
Luke Kennard,23:42,.581,.500,.833,.333,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.2,137,113,-3.0
Asa Newell,2:36,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0,112,-33.5
Caleb Houstan,2:24,1.500,1.500,1.000,.000,0.0,44.4,22.2,0.0,0.0,0.0,0.0,19.0,300,96,38.0
Jacob Toppin,1:02,,,,,0.0,0.0,0.0,100.0,0.0,81.5,,0.0,240,66,79.4
Onyeka Okongwu,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.585,.561,.511,.211,22.2,71.1,46.7,66.7,6.3,12.3,6.6,100.0,121.3,103.4,
