Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Toumani Camara,32:15,.300,.300,.900,.000,3.5,3.2,3.3,11.4,1.4,0.0,28.6,16.6,62,127,-13.6
Shaedon Sharpe,29:40,.535,.500,.250,.292,0.0,7.0,3.6,21.5,1.6,0.0,6.9,37.4,112,125,0.8
Deni Avdija,29:11,.506,.471,.353,.235,3.8,14.3,9.2,27.0,0.0,0.0,5.1,25.8,119,126,0.5
Kris Murray,25:08,.375,.375,.750,.000,8.9,8.3,8.6,0.0,0.0,0.0,0.0,6.1,110,128,-8.2
Donovan Clingan,23:27,.483,.375,.000,.375,33.3,22.2,27.6,11.4,0.0,17.6,17.7,18.4,114,115,1.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Caleb Love,32:07,.607,.607,.571,.000,3.5,19.5,11.8,14.2,1.4,0.0,17.6,20.2,110,120,-0.6
Sidy Cissoko,28:07,.481,.357,.571,.429,4.0,7.4,5.8,22.1,3.3,0.0,19.4,14.0,109,121,-1.6
Yang Hansen,13:08,.605,.571,.286,.143,8.5,31.8,20.5,40.0,0.0,6.3,28.7,30.3,100,116,3.6
Duop Reath,10:25,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,159,132,-6.0
Rayan Rupert,8:27,.521,.500,.500,1.000,0.0,12.3,6.4,0.0,5.5,0.0,25.8,17.5,79,114,-7.5
Robert Williams,8:06,1.000,1.000,.000,.000,13.8,12.9,13.3,0.0,5.7,0.0,33.3,14.1,117,113,2.9
Jerami Grant,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Scoot Henderson,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jrue Holiday,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Damian Lillard,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.520,.485,.423,.206,34.9,60.9,48.3,57.1,6.7,10.3,15.9,100.0,105.8,122.2,
