Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zach LaVine,35:12,.715,.615,.462,.538,0.0,11.6,6.1,14.7,0.0,0.0,19.9,24.6,117,115,3.0
Domantas Sabonis,35:12,.333,.333,.133,.000,19.0,34.8,27.3,14.0,1.4,2.8,25.0,24.5,73,103,-8.7
DeMar DeRozan,33:21,.571,.500,.143,.429,0.0,3.1,1.6,16.7,2.9,0.0,0.0,21.5,125,110,4.2
Dennis Schröder,31:43,.444,.444,.333,.000,0.0,16.1,8.4,15.2,1.5,0.0,18.2,15.0,83,110,-7.4
Russell Westbrook,30:19,.500,.500,.500,.000,3.7,26.9,15.8,23.9,1.6,0.0,11.1,25.6,99,107,3.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keon Ellis,26:52,.551,.500,.500,.200,0.0,7.6,4.0,0.0,3.6,3.7,0.0,17.5,113,105,3.5
Malik Monk,25:42,.514,.429,.429,.571,0.0,7.9,4.2,24.6,1.9,0.0,18.6,18.1,99,111,-2.4
Drew Eubanks,12:48,,,,,8.7,23.9,16.7,0.0,3.8,7.8,100.0,3.4,51,98,-0.8
Devin Carter,8:51,1.064,1.000,.000,2.000,12.6,0.0,6.0,17.7,10.9,0.0,34.7,14.0,150,93,19.4
Dylan Cardwell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Isaac Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Doug McDermott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Maxime Raynaud,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.536,.482,.341,.247,20.9,78.7,51.1,58.3,11.1,6.3,15.3,100.0,101.5,107.5,
