Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
James Harden,37:49,.647,.523,.500,.682,3.3,14.1,9.6,38.2,1.3,0.0,9.5,37.1,135,128,8.2
Ivica Zubac,33:38,.680,.600,.000,.400,7.3,26.4,18.4,9.7,1.5,2.2,7.8,16.8,141,119,0.7
John Collins,30:17,.654,.654,.308,.000,0.0,5.9,3.4,0.0,0.0,0.0,0.0,19.0,129,136,-4.8
Kris Dunn,24:30,.444,.300,.600,.800,5.0,10.9,8.4,16.3,0.0,3.1,30.7,17.7,86,131,-9.7
Derrick Jones Jr.,10:56,.500,.500,.400,.000,0.0,8.1,4.7,0.0,0.0,13.7,16.7,24.3,81,127,-2.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bogdan Bogdanović,34:45,.506,.450,.500,.200,0.0,10.2,5.9,12.8,0.0,0.0,15.5,16.4,99,133,-9.2
Kobe Sanders,22:37,.739,.714,.429,.143,21.8,7.9,13.7,14.4,2.3,0.0,11.8,16.6,151,129,6.8
Nicolas Batum,20:17,.750,.750,1.000,.000,6.1,13.1,10.2,0.0,0.0,7.4,20.0,10.9,118,127,-0.7
Brook Lopez,14:09,.868,.750,1.000,1.000,0.0,12.6,7.3,29.4,3.6,5.3,0.0,9.0,199,121,14.7
Jordan Miller,11:02,.515,.333,.333,.667,11.2,8.1,9.4,25.9,0.0,0.0,20.5,19.6,114,135,-4.0
Kobe Brown,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Christie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Yanic Konan Niederhauser,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Chris Paul,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.626,.556,.432,.370,25.6,63.0,47.3,60.5,4.2,10.9,12.9,100.0,125.3,128.4,
