Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Royce O'Neale,31:10,.450,.450,1.000,.000,0.0,17.9,8.7,3.6,3.0,0.0,9.1,13.5,101,107,-5.1
Devin Booker,29:03,.607,.500,.154,.462,3.6,19.2,11.1,22.3,4.8,0.0,6.0,21.9,144,103,6.8
Ryan Dunn,26:32,.563,.563,.125,.000,0.0,12.6,6.1,18.2,8.7,0.0,11.1,13.0,127,96,6.2
Dillon Brooks,25:38,.505,.500,.545,.182,4.1,4.4,4.2,19.9,5.4,0.0,20.2,22.2,102,107,-2.2
Mark Williams,21:16,.759,.778,.000,.222,19.6,10.5,15.2,7.2,4.3,4.0,16.8,21.3,135,105,4.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Collin Gillespie,28:11,.771,.727,.818,.273,0.0,11.9,5.7,27.8,1.6,0.0,19.6,20.8,141,112,5.4
Jordan Goodwin,21:48,.500,.500,.500,.000,9.6,10.2,9.9,5.8,6.4,3.9,9.1,19.3,114,101,3.2
Oso Ighodaro,16:05,.888,.857,.000,.286,19.5,6.9,13.4,10.3,0.0,0.0,11.3,21.1,165,118,7.2
Isaiah Livers,12:38,.579,.500,1.000,1.000,0.0,17.7,8.5,0.0,0.0,0.0,0.0,13.1,137,114,-7.4
Nick Richards,10:39,.571,.571,.000,.000,19.6,0.0,10.1,0.0,0.0,8.0,0.0,25.1,134,117,-3.7
Rasheer Fleming,10:00,.347,.000,.500,1.000,31.3,33.5,32.4,0.0,0.0,0.0,25.8,29.6,82,108,-18.8
Nigel Hayes-Davis,3:36,.000,.000,.333,.000,58.0,31.0,44.9,0.0,0.0,0.0,0.0,31.8,51,109,-35.3
Jamaree Bouyea,3:26,.750,.750,.500,.000,0.0,0.0,0.0,42.3,0.0,25.0,0.0,22.2,183,110,32.9
Khaman Maluach,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.590,.551,.408,.224,39.1,65.1,51.7,51.1,18.3,7.1,14.3,100.0,122.2,105.8,
