Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
P.J. Washington,7:38,1,3,.333,0,1,.000,0,0,,0,1,1,1,1,0,1,1,2,0.9,+3
Cooper Flagg,9:23,4,5,.800,1,2,.500,0,0,,1,2,3,1,0,0,1,1,9,7.7,+4
Max Christie,8:10,2,3,.667,0,0,,2,2,1.000,0,1,1,0,0,0,1,0,6,4.0,+2
Daniel Gafford,4:15,0,1,.000,0,0,,0,0,,0,1,1,1,0,2,0,0,0,1.7,+6
Klay Thompson,5:07,2,4,.500,1,3,.333,0,0,,1,2,3,2,0,0,1,1,5,4.3,+3
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
D'Angelo Russell,4:22,0,2,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0,0.3,+1
Naji Marshall,6:59,2,4,.500,0,1,.000,0,0,,0,0,0,0,1,0,0,1,4,2.6,+1
Moussa Cisse,4:07,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,0,1,0,0.6,+2
Dwight Powell,3:32,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-4
Brandon Williams,2:14,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,2,0,2,1.0,0
Jaden Hardy,3:50,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+2
Caleb Martin,0:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Ryan Nembhard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,60,12,26,.462,2,9,.222,2,2,1.000,3,9,12,7,4,2,6,6,28,,
