Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cooper Flagg,26:51,.689,.700,.300,.200,0.0,3.8,1.8,15.4,0.0,0.0,8.4,17.9,129,120,3.3
Moussa Cisse,25:30,.275,.333,.000,1.167,13.7,24.0,18.5,0.0,1.8,7.1,9.9,16.0,69,105,-7.4
P.J. Washington,24:53,.505,.458,.250,.167,0.0,28.7,13.2,15.8,1.8,0.0,13.4,24.2,94,107,-0.7
Brandon Williams,24:17,.512,.375,.250,.500,3.6,16.8,9.7,15.2,1.8,3.7,12.0,27.7,101,109,1.4
Max Christie,18:45,.266,.000,.000,2.000,0.0,0.0,0.0,7.5,0.0,0.0,34.7,6.2,51,121,-10.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naji Marshall,23:15,.339,.333,.333,.333,0.0,13.2,6.1,0.0,1.9,0.0,16.2,21.4,58,112,-10.4
D'Angelo Russell,22:24,.364,.364,.455,.000,3.9,4.6,4.2,33.7,0.0,0.0,26.7,27.1,68,119,-13.3
Caleb Martin,17:33,.615,.500,.250,.500,0.0,17.5,8.0,9.6,2.5,5.2,29.1,15.9,92,107,0.6
Klay Thompson,17:11,.389,.389,.667,.000,0.0,0.0,0.0,0.0,5.2,0.0,10.0,23.5,71,109,-3.1
Dwight Powell,16:33,.000,,,,10.5,18.5,14.2,8.5,0.0,0.0,0.0,1.1,144,114,-7.7
Jaden Hardy,13:43,.730,.667,.556,.667,6.4,14.9,10.3,0.0,0.0,0.0,25.6,46.1,106,116,7.9
Miles Kelly,9:05,.500,.500,.500,.000,9.6,33.7,20.7,0.0,0.0,0.0,0.0,8.9,118,109,-3.1
Team Totals,240,.487,.453,.353,.365,18.2,70.2,42.2,38.2,6.5,7.5,16.9,100.0,89.5,111.8,
