Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lauri Markkanen,39:53,.507,.432,.545,.273,0.0,10.5,5.0,0.0,2.4,0.0,7.5,28.2,95,114,-2.8
Svi Mykhailiuk,36:03,.808,.813,.688,.188,0.0,5.8,2.8,13.5,1.3,0.0,5.5,21.4,142,118,11.3
Keyonte George,34:52,.451,.361,.278,.389,0.0,6.0,2.9,33.4,0.0,0.0,8.7,27.9,97,121,-4.4
Jusuf Nurkić,32:34,.338,.250,.250,.250,8.8,44.9,26.1,19.6,5.9,2.4,18.4,14.1,87,94,2.6
Taylor Hendricks,17:39,.000,.000,.333,.000,10.9,29.6,19.8,0.0,0.0,0.0,25.0,9.6,33,114,-12.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Filipowski,20:06,.340,.200,.400,.400,9.6,10.4,10.0,15.6,0.0,3.9,25.4,16.5,77,117,-7.3
Ace Bailey,19:11,.580,.500,.000,.667,15.0,5.4,10.4,9.8,0.0,0.0,11.4,19.3,120,119,-5.5
Walter Clayton,15:12,.676,.625,.500,.250,0.0,0.0,0.0,71.0,0.0,0.0,47.4,23.4,91,121,-5.1
Kevin Love,13:55,.315,.000,1.000,1.333,6.9,15.0,10.8,31.4,0.0,0.0,0.0,14.4,106,117,-2.6
Elijah Harkless,10:28,1.500,1.500,1.000,.000,0.0,10.0,4.8,0.0,0.0,0.0,0.0,4.0,300,119,0.4
Brice Sensabaugh,0:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-9.4
Kyle Anderson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Isaiah Collier,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cody Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.521,.453,.453,.337,22.0,71.7,45.8,72.7,7.0,3.3,13.2,100.0,103.5,114.6,
