Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Moses Moody,4:55,2,2,1.000,0,0,,3,3,1.000,0,0,0,0,0,0,0,1,7,6.0,+6
Jimmy Butler,4:55,1,1,1.000,0,0,,2,2,1.000,0,0,0,2,0,0,2,1,4,2.7,+6
Stephen Curry,2:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
Draymond Green,4:55,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,0,0,3,3.0,+6
Will Richard,4:43,2,3,.667,1,2,.500,0,0,,1,1,2,0,0,0,1,0,5,3.7,-4
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Brandin Podziemski,7:17,2,2,1.000,2,2,1.000,0,0,,0,0,0,1,0,0,0,0,6,6.1,+8
Al Horford,4:03,0,1,.000,0,1,.000,0,0,,0,0,0,3,1,0,0,0,0,2.4,+2
Buddy Hield,7:05,1,4,.250,1,3,.333,0,0,,0,1,1,0,0,0,1,1,3,-0.5,-2
Gary Payton II,2:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
Quinten Post,4:55,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,0,3,3.3,+6
Gui Santos,4:43,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,2,3,0.5,-4
Pat Spencer,4:43,1,1,1.000,1,1,1.000,0,0,,0,0,0,2,0,0,1,0,3,3.1,-4
Trayce Jackson-Davis,3:02,1,1,1.000,0,0,,0,0,,1,0,1,1,0,0,0,2,2,2.3,-4
Jonathan Kuminga,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,60,13,21,.619,8,15,.533,5,5,1.000,2,5,7,10,1,0,5,7,39,,
