Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Brandon Ingram,35:19,.356,.333,.400,.067,0.0,14.8,8.5,12.9,0.0,2.7,16.3,22.9,78,120,-13.1
Scottie Barnes,34:34,.600,.568,.182,.136,8.2,24.1,17.4,34.4,1.4,13.9,7.9,32.1,131,108,13.8
Immanuel Quickley,31:53,.962,.962,.538,.000,0.0,3.3,1.9,26.6,0.0,0.0,13.3,20.6,159,126,10.9
Jakob Poeltl,29:25,.791,.700,.000,.600,14.4,14.2,14.3,13.0,3.4,0.0,0.0,18.8,179,114,9.6
RJ Barrett,26:57,.418,.333,.333,.444,5.2,31.0,20.0,16.3,1.9,0.0,8.5,19.1,108,111,-6.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jamal Shead,23:49,.571,.571,.571,.000,5.9,4.4,5.0,32.8,0.0,0.0,22.2,16.6,123,125,-4.7
Gradey Dick,20:56,1.000,1.000,1.000,.000,0.0,0.0,0.0,10.3,2.4,0.0,25.0,8.4,140,121,2.5
Sandro Mamukelashvili,17:01,1.028,1.000,.600,.600,8.3,24.5,17.6,7.5,0.0,0.0,13.7,18.9,172,118,10.6
Ja'Kobe Walter,12:52,.667,.667,.333,.000,32.9,0.0,14.0,18.0,3.9,0.0,0.0,10.2,176,118,6.4
Jamison Battle,5:40,1.000,1.000,.000,.000,0.0,18.4,10.6,0.0,0.0,0.0,50.0,15.5,67,120,-8.7
Garrett Temple,1:34,,,,,0.0,0.0,0.0,0.0,0.0,61.3,,0.0,0,96,27.7
Ochai Agbaji,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.660,.625,.352,.193,32.4,69.6,53.8,75.5,6.2,14.0,12.8,100.0,131.0,117.5,
