Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Rui Hachimura,32:53,.547,.545,.455,.182,0.0,18.7,8.7,6.2,2.9,0.0,0.0,15.9,112,119,3.6
Luka Dončić,32:49,.412,.375,.350,.350,3.3,22.5,12.2,49.3,2.9,0.0,14.8,36.2,86,118,-0.2
Austin Reaves,30:21,.444,.333,.417,.500,0.0,20.3,9.4,19.2,1.6,0.0,25.5,28.4,75,121,-9.8
Marcus Smart,27:43,.589,.300,.800,1.200,0.0,4.4,2.1,0.0,1.7,0.0,20.7,15.3,99,123,-5.7
Deandre Ayton,25:49,.551,.600,.000,.200,12.4,9.5,11.1,7.3,1.9,0.0,42.4,16.1,74,122,-9.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jake LaRavia,22:01,.363,.250,.667,.333,0.0,5.6,2.6,15.1,0.0,0.0,12.7,15.7,80,127,-6.7
Dalton Knecht,19:11,1.015,1.143,.714,.286,5.6,6.4,6.0,15.7,0.0,0.0,0.0,18.0,177,127,19.8
Jarred Vanderbilt,18:44,.615,.625,.500,.500,5.7,52.6,27.5,19.8,0.0,0.0,38.1,18.5,85,121,-1.6
Jaxson Hayes,13:53,1.000,1.000,.000,.000,7.7,8.9,8.2,0.0,0.0,0.0,50.0,6.3,97,127,-6.9
Bronny James,8:18,.000,.000,.500,.000,0.0,14.8,6.9,37.3,5.8,0.0,0.0,21.2,31,113,-8.7
Maxi Kleber,8:18,.750,.750,.500,.000,25.7,29.7,27.5,0.0,5.8,0.0,0.0,10.6,162,111,11.5
Adou Thiero,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.515,.474,.455,.364,20.0,84.6,50.0,61.3,9.0,0.0,18.3,100.0,92.3,121.4,
