Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyrese Maxey,38:50,.626,.579,.474,.211,0.0,16.5,8.4,22.3,1.2,0.0,4.6,22.7,136,104,3.0
Kelly Oubre Jr.,33:17,.663,.643,.429,.095,0.0,9.6,4.9,0.0,1.4,2.8,8.4,29.1,117,104,0.9
VJ Edgecombe,32:52,.621,.583,.500,.167,3.4,3.2,3.3,10.6,4.2,0.0,18.9,19.6,110,101,-0.3
Jabari Walker,18:06,.250,.250,.250,.000,12.3,11.8,12.1,0.0,0.0,0.0,20.0,11.2,70,108,-14.0
Adem Bona,14:17,.500,.500,.000,.000,7.8,14.9,11.5,0.0,3.2,6.5,0.0,5.7,127,96,-3.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Quentin Grimes,31:42,.703,.692,.615,.462,3.5,16.8,10.3,50.0,1.5,2.9,20.4,25.1,134,102,13.5
Trendon Watford,25:29,.847,.833,.222,.111,17.5,20.9,19.3,35.8,0.0,3.6,17.5,18.2,159,103,10.8
Andre Drummond,23:15,.512,.500,.250,.500,4.8,32.1,18.8,0.0,2.0,4.0,17.0,10.2,94,95,-5.2
Justin Edwards,10:12,.200,.200,.400,.000,0.0,0.0,0.0,10.4,4.5,9.0,0.0,19.9,61,97,-8.5
Johni Broome,4:43,.400,.400,.200,.000,47.3,0.0,23.1,34.3,0.0,0.0,0.0,42.9,115,112,-5.1
Hunter Sallis,4:06,1.000,1.000,.000,.000,0.0,26.0,13.3,30.6,0.0,0.0,50.0,19.8,101,103,-0.3
Kyle Lowry,3:12,1.500,1.500,1.000,.000,0.0,0.0,0.0,42.9,14.4,0.0,0.0,12.7,276,81,49.2
Eric Gordon,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.623,.599,.417,.177,27.9,71.1,50.0,68.0,9.6,11.5,12.7,100.0,124.2,101.1,
