Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ajay Mitchell,31:24,.615,.500,.167,.500,4.0,11.8,8.5,37.0,4.4,2.9,12.0,22.6,136,92,12.1
Isaiah Hartenstein,30:37,.840,.824,.000,.353,12.4,48.2,33.1,17.4,1.5,9.0,9.2,30.1,157,85,19.1
Shai Gilgeous-Alexander,29:27,.689,.650,.300,.200,0.0,3.1,1.8,16.6,3.1,3.1,4.4,33.0,136,97,10.2
Cason Wallace,27:16,.938,.938,.500,.000,4.6,3.4,3.9,9.2,1.7,0.0,0.0,12.5,188,103,10.0
Chet Holmgren,21:25,.506,.444,.444,.222,11.8,21.6,17.4,5.6,0.0,4.3,16.8,23.7,100,98,-9.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaiah Joe,27:50,.717,.688,.750,.500,4.5,16.6,11.5,4.1,1.7,0.0,17.0,18.0,123,99,0.5
Alex Caruso,21:58,.387,.333,.333,.667,0.0,8.4,4.9,23.3,2.1,0.0,0.0,7.5,129,101,0.8
Jaylin Williams,21:24,.429,.429,1.000,.000,0.0,12.9,7.5,5.0,0.0,8.6,12.5,15.9,82,98,-3.9
Ousmane Dieng,16:32,.300,.300,.600,.000,0.0,27.9,16.1,6.3,0.0,0.0,0.0,12.9,77,100,-6.9
Chris Youngblood,7:55,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0,106,-21.3
Brooks Barnhizer,4:12,,,,,0.0,44.0,25.4,0.0,0.0,0.0,100.0,10.2,0,97,-12.0
Luguentz Dort,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.650,.610,.385,.264,21.1,84.6,57.8,55.1,8.6,15.4,9.8,100.0,126.8,97.0,
