Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tobias Harris,40:05,.375,.375,.333,.000,2.8,16.8,10.3,12.9,1.2,2.0,7.7,13.2,99,112,-2.4
Cade Cunningham,39:18,.577,.531,.500,.313,2.8,14.7,9.2,32.9,0.0,2.0,30.5,27.1,99,116,-1.9
Duncan Robinson,38:14,.824,.778,.889,.333,5.8,2.5,4.0,7.0,0.0,6.2,0.0,11.0,183,120,9.1
Ausar Thompson,24:19,.563,.594,.188,.125,0.0,7.9,4.2,32.6,2.0,3.2,5.6,29.9,119,114,6.9
Jalen Duren,12:00,.750,.750,.000,.000,27.9,24.0,25.8,0.0,4.1,6.6,20.0,16.9,129,99,5.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Javonte Green,19:58,.478,.417,.333,.500,0.0,19.2,10.3,12.9,2.4,0.0,12.0,16.9,105,109,1.0
Paul Reed,19:22,.650,.650,.100,.000,28.8,19.8,24.0,9.1,0.0,8.1,16.7,25.2,122,110,4.3
Isaiah Stewart,17:23,.347,.375,.750,1.000,6.4,16.6,11.9,0.0,0.0,9.1,14.8,15.8,71,110,-11.5
Ron Holland,12:39,.628,.571,.714,.571,17.6,22.8,20.4,37.2,7.7,0.0,18.6,34.6,125,94,12.3
Chaz Lanier,11:30,.500,.500,1.000,.000,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.6,129,124,-0.8
Daniss Jenkins,5:13,.644,.500,.667,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,149,124,8.0
Colby Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Bobi Klintman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Tolu Smith,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.574,.556,.433,.256,34.9,66.0,51.6,61.9,6.1,18.0,15.2,100.0,116.8,112.7,
