Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Stephen Curry,27:19,.737,.705,.636,.182,4.4,22.5,13.3,37.9,1.6,6.0,14.4,39.9,126,125,16.1
Jimmy Butler,26:43,.614,.429,.286,1.429,4.5,9.2,6.8,24.3,1.7,0.0,8.1,18.2,139,131,-0.4
Jonathan Kuminga,24:08,.794,.643,.286,1.000,14.9,25.5,20.1,22.1,3.7,0.0,28.4,22.9,129,124,4.0
Draymond Green,20:32,.761,.786,.571,.286,0.0,18.0,8.9,45.6,0.0,0.0,38.8,24.6,100,133,-2.7
Quinten Post,15:54,.625,.625,.500,.000,22.6,7.7,15.3,10.4,0.0,0.0,20.0,12.4,126,135,-2.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Will Richard,24:37,.717,.625,.750,.500,0.0,10.0,4.9,12.5,3.6,0.0,29.1,11.0,112,127,-3.9
Brandin Podziemski,22:28,.372,.278,.333,.444,5.3,21.9,13.5,0.0,3.9,0.0,15.7,22.3,75,124,-11.0
Moses Moody,21:16,.405,.250,.500,1.000,0.0,11.6,5.7,0.0,2.1,0.0,18.8,19.7,74,130,-12.9
Trayce Jackson-Davis,16:33,.510,.400,.000,.400,7.3,22.3,14.7,9.9,2.7,4.9,14.5,16.3,107,123,-4.8
Buddy Hield,11:38,.347,.000,.500,1.000,0.0,0.0,0.0,35.4,0.0,0.0,25.8,13.1,97,137,-9.0
Gui Santos,10:57,.750,.750,1.000,.000,11.0,0.0,5.5,14.3,4.1,0.0,50.0,14.4,86,128,-4.2
Pat Spencer,10:55,.500,.500,.250,.000,11.0,11.3,11.1,16.8,4.1,0.0,0.0,14.4,126,125,-0.5
Gary Payton II,7:00,.000,.000,1.000,.000,0.0,17.6,8.7,0.0,0.0,0.0,0.0,5.6,0,134,-13.0
Team Totals,240,.612,.538,.475,.488,30.0,74.4,51.9,68.6,11.1,5.1,20.5,100.0,110.0,128.5,
