Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,29:02,.685,.625,.300,.300,0.0,11.0,5.2,44.8,0.0,3.8,0.0,32.2,152,117,13.5
Cason Wallace,27:18,.685,.571,.571,.571,3.4,15.6,9.2,13.6,7.0,8.0,0.0,13.2,159,96,11.3
Luguentz Dort,25:49,.500,.500,.714,.000,18.2,4.1,11.6,4.8,3.7,0.0,0.0,11.2,139,112,-0.9
Isaiah Hartenstein,25:44,.666,.636,.000,.364,18.3,12.4,15.5,30.1,3.7,0.0,19.0,25.3,129,109,4.2
Aaron Wiggins,24:18,.313,.273,.545,.364,0.0,17.6,8.2,15.6,0.0,9.0,13.6,25.1,70,112,-13.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ajay Mitchell,30:04,.567,.467,.467,.400,0.0,3.5,1.7,9.3,3.2,0.0,0.0,24.2,127,113,-2.8
Isaiah Joe,24:06,.776,.792,.750,.167,3.9,22.1,12.4,6.6,2.0,0.0,0.0,22.1,152,110,8.8
Jaylin Williams,22:11,.509,.500,1.000,.333,8.5,33.7,20.3,21.8,4.3,4.9,0.0,12.8,139,98,4.9
Alex Caruso,16:39,.000,.000,.600,.000,0.0,12.8,6.0,13.1,8.6,0.0,16.7,14.9,24,97,-12.1
Chris Youngblood,5:45,.000,.000,1.000,.000,0.0,18.6,8.7,0.0,0.0,0.0,0.0,7.2,0,116,-17.9
Ousmane Dieng,5:24,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,40.4,0.0,15.3,101,101,0.5
Branden Carlson,3:40,1.500,1.500,1.000,.000,0.0,58.2,27.3,42.4,0.0,0.0,0.0,11.3,280,103,33.2
Team Totals,240,.576,.531,.500,.286,27.5,73.3,49.0,65.9,16.0,18.2,5.2,100.0,127.0,108.0,
