Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Tyrese Maxey,17:01,4,9,.444,1,3,.333,0,0,,0,3,3,1,1,0,1,1,9,5.5,+5
Kelly Oubre Jr.,12:00,2,6,.333,1,3,.333,0,0,,0,0,0,0,0,1,2,1,5,-0.1,-6
VJ Edgecombe,15:04,1,3,.333,0,1,.000,0,0,,1,1,2,1,1,0,1,1,2,1.6,-4
Jabari Walker,5:21,0,2,.000,0,0,,0,0,,2,2,4,0,0,0,1,1,0,-0.8,-2
Adem Bona,4:54,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,1,0,0.6,-3
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Quentin Grimes,16:53,5,7,.714,3,4,.750,4,6,.667,0,3,3,6,1,0,3,1,17,16.0,+12
Trendon Watford,12:11,4,5,.800,1,1,1.000,1,1,1.000,2,3,5,5,0,1,0,4,10,13.0,+9
Andre Drummond,14:23,1,3,.333,0,1,.000,0,0,,0,3,3,0,1,0,1,0,2,1.2,+10
Justin Edwards,10:12,1,5,.200,0,2,.000,0,0,,0,0,0,1,1,1,0,1,2,0.9,+11
Johni Broome,4:43,2,5,.400,0,1,.000,0,0,,2,0,2,1,0,0,0,0,4,3.4,-1
Hunter Sallis,4:06,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,1,0,2,1.7,+1
Kyle Lowry,3:12,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,1,0,0,0,3,4.4,-2
Eric Gordon,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,120,22,47,.468,7,17,.412,5,7,.714,7,17,24,17,6,4,10,11,56,,
