Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaren Jackson Jr.,32:27,.597,.567,.267,.267,6.6,23.0,14.8,17.0,0.0,0.0,10.7,25.5,116,120,-0.6
Kentavious Caldwell-Pope,27:24,.407,.308,.385,.308,0.0,0.0,0.0,10.7,0.0,0.0,6.3,25.4,90,128,-9.2
Cam Spencer,26:22,.254,.214,.857,.286,0.0,16.2,8.1,20.1,3.8,0.0,20.2,16.5,64,115,-8.2
Jaylen Wells,26:13,.318,.318,.364,.000,8.1,12.2,10.2,11.3,0.0,0.0,0.0,18.5,87,124,-10.4
Jock Landale,22:49,.875,.875,.250,.000,14.0,14.0,14.0,16.6,2.2,0.0,20.0,19.3,138,119,7.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cedric Coward,29:19,.607,.556,.222,.222,3.6,14.6,9.1,27.5,0.0,0.0,9.2,16.4,130,123,1.8
Santi Aldama,28:25,.476,.429,.500,.286,3.8,11.3,7.5,11.4,0.0,0.0,0.0,24.5,109,125,-2.4
Vince Williams Jr.,21:07,.888,.857,.571,.286,5.1,10.1,7.6,25.6,4.7,0.0,20.2,20.6,142,115,13.7
Olivier-Maxence Prosper,11:48,.773,.667,.333,.667,9.0,9.0,9.0,0.0,4.2,0.0,0.0,14.5,167,116,6.9
Javon Small,7:52,,,,,0.0,13.6,6.8,16.1,0.0,0.0,100.0,5.6,43,124,-14.0
John Konchar,6:14,,,,,0.0,34.2,17.1,0.0,0.0,0.0,,0.0,0,117,-5.9
Charles Bassey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
PJ Hall,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
GG Jackson II,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ja Morant,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Team Totals,240,.543,.500,.402,.230,24.4,66.7,45.6,63.2,6.2,0.0,11.9,100.0,108.1,121.6,
