Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,37:43,.773,.786,.571,.143,0.0,15.4,6.4,22.8,0.0,2.7,6.3,17.9,153,137,5.8
OG Anunoby,36:28,.937,.962,.538,.154,2.8,12.0,6.6,12.4,1.3,2.8,6.7,17.3,171,134,11.1
Jalen Brunson,35:08,.533,.540,.320,.200,2.9,4.1,3.4,33.4,0.0,0.0,6.8,35.3,115,140,-2.8
Karl-Anthony Towns,31:43,.612,.464,.357,.643,6.4,36.7,18.9,16.9,0.0,3.2,10.0,26.7,130,134,2.5
Mitchell Robinson,19:35,.667,.667,.000,.000,31.3,37.1,33.7,12.2,0.0,0.0,25.0,8.7,157,136,-0.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Miles McBride,29:01,.444,.444,.556,.000,3.5,5.0,4.1,8.3,1.7,0.0,10.0,14.6,98,137,-6.8
Josh Hart,15:09,.000,.000,1.000,.000,0.0,9.6,4.0,7.0,0.0,0.0,50.0,5.6,33,140,-14.6
Landry Shamet,14:34,.340,.300,1.000,.400,7.0,0.0,4.1,0.0,3.3,0.0,0.0,17.1,87,133,-9.2
Jordan Clarkson,12:57,.564,.375,1.000,.750,0.0,11.2,4.6,18.0,0.0,7.9,27.3,24.0,99,134,-4.3
Tyler Kolek,4:18,,,,,0.0,33.8,14.0,0.0,0.0,0.0,100.0,9.9,0,136,-23.1
Guerschon Yabusele,3:26,.500,.500,.667,.000,0.0,84.7,35.0,0.0,0.0,29.7,0.0,37.1,100,108,4.8
Pacome Dadiet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Mohamed Diawara,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ariel Hukporti,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.618,.593,.495,.253,25.5,81.8,48.8,60.0,3.0,10.6,10.6,100.0,125.6,135.6,
