Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyshawn George,30:27,.682,.682,.545,.000,0.0,16.1,8.5,11.0,4.7,3.0,26.7,21.6,88,109,1.6
Alex Sarr,29:29,.548,.500,.188,.188,11.1,16.6,14.0,45.6,1.6,6.1,10.4,28.8,117,114,7.9
Bilal Coulibaly,27:48,.609,.591,.455,.273,3.9,21.1,13.0,11.8,3.4,0.0,24.5,25.8,90,112,-4.1
CJ McCollum,21:53,.278,.278,.667,.000,5.0,0.0,2.4,13.1,0.0,0.0,0.0,18.1,75,127,-12.2
Justin Champagnie,17:19,.515,.333,.667,.667,0.0,5.7,3.0,7.9,0.0,0.0,0.0,9.8,119,125,-8.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bub Carrington,25:01,.000,.000,.000,.000,4.4,11.7,8.3,35.3,0.0,0.0,71.4,12.3,58,123,-14.5
Tre Johnson,21:07,.556,.556,.444,.000,0.0,18.6,9.8,7.9,0.0,4.3,10.0,20.8,93,118,-2.2
Corey Kispert,14:47,1.090,1.083,.667,.333,0.0,0.0,0.0,59.7,0.0,0.0,12.7,23.4,179,127,21.1
Marvin Bagley III,14:15,.773,.667,.333,.667,7.7,41.2,25.4,0.0,0.0,0.0,0.0,12.0,163,114,-3.3
Cam Whitmore,11:10,.333,.333,.333,.000,0.0,8.8,4.6,0.0,0.0,0.0,40.0,19.7,36,124,-20.7
Will Riley,10:19,.000,,,,0.0,19.0,10.0,24.5,0.0,0.0,53.2,8.0,53,121,-8.9
Malaki Branham,4:16,.644,.833,.667,.667,0.0,23.0,12.1,0.0,0.0,0.0,0.0,39.9,102,120,8.8
AJ Johnson,4:16,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0,127,-18.4
Tristan Vukcevic,4:16,.463,.333,.333,1.000,0.0,0.0,0.0,84.1,11.1,21.2,0.0,44.4,117,87,22.6
Anthony Gill,3:37,1.000,1.000,.000,.000,0.0,81.3,42.8,0.0,0.0,0.0,0.0,12.1,200,102,8.3
Team Totals,240,.571,.549,.432,.235,15.9,75.5,47.3,78.9,6.9,9.4,18.3,100.0,100.9,117.7,
